,category,sentiment,timestamp_str,score,timestamp
29,emotional health discussion,NEGATIVE,2024-12-29T08:37:14Z,0.6676218509674072,2024-12-29 08:37:14+00:00
30,self-improvement and personal growth,NEGATIVE,2024-12-29T08:37:14Z,0.9337528347969056,2024-12-29 08:37:14+00:00
31,social anxiety and relationships,NEGATIVE,2024-12-29T08:37:14Z,0.4074743092060089,2024-12-29 08:37:14+00:00
32,self-care practices,NEGATIVE,2024-12-29T08:37:14Z,0.7671988010406494,2024-12-29 08:37:14+00:00
33,motivation and mental strength,NEGATIVE,2024-12-29T08:37:14Z,0.883704423904419,2024-12-29 08:37:14+00:00
34,mental health experiences,NEGATIVE,2024-12-29T08:37:14Z,0.8368107080459595,2024-12-29 08:37:14+00:00
35,therapy and mental health support,NEGATIVE,2024-12-29T08:37:14Z,0.6938632130622864,2024-12-29 08:37:14+00:00
36,sleep and mental wellness,NEGATIVE,2024-12-29T08:37:14Z,0.6464986205101013,2024-12-29 08:37:14+00:00
37,anxiety and stress management,NEGATIVE,2024-12-29T08:37:14Z,0.4623440206050873,2024-12-29 08:37:14+00:00
38,mindfulness and mental wellness,NEGATIVE,2024-12-29T08:37:14Z,0.8580231666564941,2024-12-29 08:37:14+00:00
39,addiction awareness and recovery,NEGATIVE,2024-12-29T08:37:14Z,0.8308906555175781,2024-12-29 08:37:14+00:00
40,work-life balance and burnout,NEGATIVE,2024-12-29T08:37:14Z,0.6075178980827332,2024-12-29 08:37:14+00:00
41,trauma awareness and healing,NEGATIVE,2024-12-29T08:37:14Z,0.7448943257331848,2024-12-29 08:37:14+00:00
42,mental health education,NEGATIVE,2024-12-29T08:37:14Z,0.7333422899246216,2024-12-29 08:37:14+00:00
43,mental health education,NEGATIVE,2024-12-29T09:36:08Z,0.7658354640007019,2024-12-29 09:36:08+00:00
44,therapy and mental health support,NEGATIVE,2024-12-29T09:36:08Z,0.7036103010177612,2024-12-29 09:36:08+00:00
45,self-improvement and personal growth,NEGATIVE,2024-12-29T09:36:08Z,0.930419623851776,2024-12-29 09:36:08+00:00
46,depression and emotional support,NEGATIVE,2024-12-29T09:36:08Z,0.5924931764602661,2024-12-29 09:36:08+00:00
47,emotional health discussion,NEGATIVE,2024-12-29T09:36:08Z,0.6546294093132019,2024-12-29 09:36:08+00:00
48,mental health experiences,NEGATIVE,2024-12-29T09:36:08Z,0.873552143573761,2024-12-29 09:36:08+00:00
49,self-care practices,NEGATIVE,2024-12-29T09:36:08Z,0.7677241563796997,2024-12-29 09:36:08+00:00
50,social anxiety and relationships,NEGATIVE,2024-12-29T09:36:08Z,0.4178865849971771,2024-12-29 09:36:08+00:00
51,motivation and mental strength,NEGATIVE,2024-12-29T09:36:08Z,0.8718414306640625,2024-12-29 09:36:08+00:00
52,trauma awareness and healing,NEGATIVE,2024-12-29T09:36:08Z,0.7223374247550964,2024-12-29 09:36:08+00:00
53,anxiety and stress management,NEGATIVE,2024-12-29T09:36:08Z,0.4227018654346466,2024-12-29 09:36:08+00:00
54,sleep and mental wellness,NEGATIVE,2024-12-29T09:36:08Z,0.6352149844169617,2024-12-29 09:36:08+00:00
55,work-life balance and burnout,NEGATIVE,2024-12-29T09:36:08Z,0.6263329982757568,2024-12-29 09:36:08+00:00
56,mindfulness and mental wellness,NEGATIVE,2024-12-29T09:36:08Z,0.8429404497146606,2024-12-29 09:36:08+00:00
57,addiction awareness and recovery,NEGATIVE,2024-12-29T09:36:08Z,0.8195105195045471,2024-12-29 09:36:08+00:00
58,addiction awareness and recovery,NEGATIVE,2024-12-29T09:36:32Z,0.591469407081604,2024-12-29 09:36:32+00:00
59,social anxiety and relationships,NEGATIVE,2024-12-29T09:36:32Z,0.6509289145469666,2024-12-29 09:36:32+00:00
60,self-improvement and personal growth,NEGATIVE,2024-12-29T09:36:32Z,0.7708680033683777,2024-12-29 09:36:32+00:00
61,mental health education,NEGATIVE,2024-12-29T09:36:32Z,0.5056458711624146,2024-12-29 09:36:32+00:00
62,therapy and mental health support,NEGATIVE,2024-12-29T09:36:32Z,0.4426549077033996,2024-12-29 09:36:32+00:00
63,self-care practices,NEGATIVE,2024-12-29T09:36:32Z,0.6861447095870972,2024-12-29 09:36:32+00:00
64,emotional health discussion,NEGATIVE,2024-12-29T09:36:32Z,0.6841478943824768,2024-12-29 09:36:32+00:00
65,depression and emotional support,NEGATIVE,2024-12-29T09:36:32Z,0.4647306203842163,2024-12-29 09:36:32+00:00
66,mental health experiences,NEGATIVE,2024-12-29T09:36:32Z,0.8140729069709778,2024-12-29 09:36:32+00:00
67,mindfulness and mental wellness,NEGATIVE,2024-12-29T09:36:32Z,0.7585316300392151,2024-12-29 09:36:32+00:00
68,trauma awareness and healing,NEGATIVE,2024-12-29T09:36:32Z,0.3275136649608612,2024-12-29 09:36:32+00:00
69,motivation and mental strength,NEGATIVE,2024-12-29T09:36:32Z,0.7711870670318604,2024-12-29 09:36:32+00:00
70,work-life balance and burnout,NEGATIVE,2024-12-29T09:36:32Z,0.6876799464225769,2024-12-29 09:36:32+00:00
71,anxiety and stress management,NEGATIVE,2024-12-29T09:36:32Z,0.486121267080307,2024-12-29 09:36:32+00:00
72,sleep and mental wellness,NEGATIVE,2024-12-29T09:36:32Z,0.582270085811615,2024-12-29 09:36:32+00:00
73,self-improvement and personal growth,NEGATIVE,2024-12-29T09:36:36Z,0.5264855623245239,2024-12-29 09:36:36+00:00
74,motivation and mental strength,NEGATIVE,2024-12-29T09:36:36Z,0.8547150492668152,2024-12-29 09:36:36+00:00
75,motivation and mental strength,NEGATIVE,2024-12-29T09:37:12Z,0.6254035830497742,2024-12-29 09:37:12+00:00
76,self-care practices,NEGATIVE,2024-12-29T09:37:12Z,0.4813339114189148,2024-12-29 09:37:12+00:00
77,self-improvement and personal growth,NEGATIVE,2024-12-29T09:37:12Z,0.9410162568092346,2024-12-29 09:37:12+00:00
78,mindfulness and mental wellness,NEGATIVE,2024-12-29T09:37:12Z,0.4962211549282074,2024-12-29 09:37:12+00:00
79,motivation and mental strength,NEGATIVE,2024-12-29T09:37:26Z,0.7590031027793884,2024-12-29 09:37:26+00:00
80,self-improvement and personal growth,NEGATIVE,2024-12-29T09:37:26Z,0.3784552812576294,2024-12-29 09:37:26+00:00
81,self-improvement and personal growth,POSITIVE,2024-12-29T09:38:24Z,0.9743343591690063,2024-12-29 09:38:24+00:00
82,motivation and mental strength,POSITIVE,2024-12-29T09:38:24Z,0.9730069041252136,2024-12-29 09:38:24+00:00
83,self-care practices,POSITIVE,2024-12-29T09:38:24Z,0.3529355227947235,2024-12-29 09:38:24+00:00
84,self-care practices,NEGATIVE,2024-12-29T09:38:47Z,0.5973552465438843,2024-12-29 09:38:47+00:00
85,motivation and mental strength,NEGATIVE,2024-12-29T09:38:47Z,0.3944887816905975,2024-12-29 09:38:47+00:00
86,self-improvement and personal growth,NEGATIVE,2024-12-29T09:38:47Z,0.8859243392944336,2024-12-29 09:38:47+00:00
87,mental health experiences,NEGATIVE,2024-12-29T09:38:47Z,0.3031853437423706,2024-12-29 09:38:47+00:00
88,work-life balance and burnout,NEGATIVE,2024-12-29T09:38:47Z,0.6276566982269287,2024-12-29 09:38:47+00:00
89,work-life balance and burnout,NEGATIVE,2024-12-29T09:39:34Z,0.7013952732086182,2024-12-29 09:39:34+00:00
90,mindfulness and mental wellness,NEGATIVE,2024-12-29T09:39:34Z,0.9089406728744508,2024-12-29 09:39:34+00:00
91,depression and emotional support,NEGATIVE,2024-12-29T09:39:34Z,0.3369110822677612,2024-12-29 09:39:34+00:00
92,addiction awareness and recovery,NEGATIVE,2024-12-29T09:39:34Z,0.9379675388336182,2024-12-29 09:39:34+00:00
93,social anxiety and relationships,NEGATIVE,2024-12-29T09:39:34Z,0.7160586714744568,2024-12-29 09:39:34+00:00
94,sleep and mental wellness,NEGATIVE,2024-12-29T09:39:34Z,0.8558364510536194,2024-12-29 09:39:34+00:00
95,therapy and mental health support,NEGATIVE,2024-12-29T09:39:34Z,0.4863686263561249,2024-12-29 09:39:34+00:00
96,mental health education,NEGATIVE,2024-12-29T09:39:34Z,0.6579146981239319,2024-12-29 09:39:34+00:00
97,emotional health discussion,NEGATIVE,2024-12-29T09:39:34Z,0.8343577980995178,2024-12-29 09:39:34+00:00
98,mental health experiences,NEGATIVE,2024-12-29T09:39:34Z,0.8439227938652039,2024-12-29 09:39:34+00:00
99,motivation and mental strength,NEGATIVE,2024-12-29T09:39:34Z,0.8884440064430237,2024-12-29 09:39:34+00:00
100,self-care practices,NEGATIVE,2024-12-29T09:39:34Z,0.9544947147369384,2024-12-29 09:39:34+00:00
101,self-improvement and personal growth,NEGATIVE,2024-12-29T09:39:34Z,0.9675160050392152,2024-12-29 09:39:34+00:00
102,trauma awareness and healing,NEGATIVE,2024-12-29T09:39:34Z,0.7820936441421509,2024-12-29 09:39:34+00:00
103,anxiety and stress management,NEGATIVE,2024-12-29T09:39:34Z,0.6961855292320251,2024-12-29 09:39:34+00:00
104,anxiety and stress management,NEGATIVE,2024-12-29T09:39:46Z,0.4737093150615692,2024-12-29 09:39:46+00:00
105,mental health education,NEGATIVE,2024-12-29T09:39:46Z,0.4888753592967987,2024-12-29 09:39:46+00:00
106,work-life balance and burnout,NEGATIVE,2024-12-29T09:39:46Z,0.7369933724403381,2024-12-29 09:39:46+00:00
107,social anxiety and relationships,NEGATIVE,2024-12-29T09:39:46Z,0.794031023979187,2024-12-29 09:39:46+00:00
108,addiction awareness and recovery,NEGATIVE,2024-12-29T09:39:46Z,0.6311547160148621,2024-12-29 09:39:46+00:00
109,trauma awareness and healing,NEGATIVE,2024-12-29T09:39:46Z,0.3922108709812164,2024-12-29 09:39:46+00:00
110,mental health experiences,NEGATIVE,2024-12-29T09:39:46Z,0.8161279559135437,2024-12-29 09:39:46+00:00
111,emotional health discussion,NEGATIVE,2024-12-29T09:39:46Z,0.561704158782959,2024-12-29 09:39:46+00:00
112,self-improvement and personal growth,NEGATIVE,2024-12-29T09:39:46Z,0.880129873752594,2024-12-29 09:39:46+00:00
113,motivation and mental strength,NEGATIVE,2024-12-29T09:39:46Z,0.8209754824638367,2024-12-29 09:39:46+00:00
114,self-care practices,NEGATIVE,2024-12-29T09:39:46Z,0.4538289904594421,2024-12-29 09:39:46+00:00
115,self-care practices,NEGATIVE,2024-12-29T09:40:18Z,0.3823821246623993,2024-12-29 09:40:18+00:00
116,mindfulness and mental wellness,NEGATIVE,2024-12-29T09:40:18Z,0.3415256142616272,2024-12-29 09:40:18+00:00
117,motivation and mental strength,NEGATIVE,2024-12-29T09:40:18Z,0.806956946849823,2024-12-29 09:40:18+00:00
118,self-improvement and personal growth,NEGATIVE,2024-12-29T09:40:18Z,0.8090211153030396,2024-12-29 09:40:18+00:00
119,self-improvement and personal growth,NEGATIVE,2024-12-29T09:40:46Z,0.9227198362350464,2024-12-29 09:40:46+00:00
120,self-care practices,NEGATIVE,2024-12-29T09:40:46Z,0.7433971166610718,2024-12-29 09:40:46+00:00
121,social anxiety and relationships,NEGATIVE,2024-12-29T09:40:46Z,0.3275682032108307,2024-12-29 09:40:46+00:00
122,depression and emotional support,NEGATIVE,2024-12-29T09:40:46Z,0.5244470834732056,2024-12-29 09:40:46+00:00
123,anxiety and stress management,NEGATIVE,2024-12-29T09:40:46Z,0.3540360927581787,2024-12-29 09:40:46+00:00
124,work-life balance and burnout,NEGATIVE,2024-12-29T09:40:46Z,0.5599945783615112,2024-12-29 09:40:46+00:00
125,mental health education,NEGATIVE,2024-12-29T09:40:46Z,0.6934335827827454,2024-12-29 09:40:46+00:00
126,therapy and mental health support,NEGATIVE,2024-12-29T09:40:46Z,0.6233964562416077,2024-12-29 09:40:46+00:00
127,sleep and mental wellness,NEGATIVE,2024-12-29T09:40:46Z,0.5426108241081238,2024-12-29 09:40:46+00:00
128,motivation and mental strength,NEGATIVE,2024-12-29T09:40:46Z,0.8430065512657166,2024-12-29 09:40:46+00:00
129,trauma awareness and healing,NEGATIVE,2024-12-29T09:40:46Z,0.6998579502105713,2024-12-29 09:40:46+00:00
130,addiction awareness and recovery,NEGATIVE,2024-12-29T09:40:46Z,0.7748896479606628,2024-12-29 09:40:46+00:00
131,mindfulness and mental wellness,NEGATIVE,2024-12-29T09:40:46Z,0.841176450252533,2024-12-29 09:40:46+00:00
132,mental health experiences,NEGATIVE,2024-12-29T09:40:46Z,0.8401101231575012,2024-12-29 09:40:46+00:00
133,emotional health discussion,NEGATIVE,2024-12-29T09:40:46Z,0.5774555206298828,2024-12-29 09:40:46+00:00
134,self-improvement and personal growth,POSITIVE,2024-12-29T11:27:16Z,0.9848201870918274,2024-12-29 11:27:16+00:00
135,self-care practices,POSITIVE,2024-12-29T11:27:16Z,0.3703345954418182,2024-12-29 11:27:16+00:00
136,mental health experiences,POSITIVE,2024-12-29T11:27:16Z,0.5328328609466553,2024-12-29 11:27:16+00:00
137,motivation and mental strength,POSITIVE,2024-12-29T11:27:16Z,0.7436057925224304,2024-12-29 11:27:16+00:00
138,mindfulness and mental wellness,POSITIVE,2024-12-29T11:27:16Z,0.7139264345169067,2024-12-29 11:27:16+00:00
139,addiction awareness and recovery,POSITIVE,2024-12-29T11:27:16Z,0.6711189150810242,2024-12-29 11:27:16+00:00
140,addiction awareness and recovery,POSITIVE,2024-12-29T11:31:20Z,0.6761083602905273,2024-12-29 11:31:20+00:00
141,self-improvement and personal growth,POSITIVE,2024-12-29T11:31:20Z,0.8088927268981934,2024-12-29 11:31:20+00:00
142,emotional health discussion,POSITIVE,2024-12-29T11:31:20Z,0.6622539162635803,2024-12-29 11:31:20+00:00
143,therapy and mental health support,POSITIVE,2024-12-29T11:31:20Z,0.3440890908241272,2024-12-29 11:31:20+00:00
144,mental health education,POSITIVE,2024-12-29T11:31:20Z,0.499859869480133,2024-12-29 11:31:20+00:00
145,anxiety and stress management,POSITIVE,2024-12-29T11:31:20Z,0.4220412671566009,2024-12-29 11:31:20+00:00
146,work-life balance and burnout,POSITIVE,2024-12-29T11:31:20Z,0.3494893908500671,2024-12-29 11:31:20+00:00
147,mindfulness and mental wellness,POSITIVE,2024-12-29T11:31:20Z,0.5606462359428406,2024-12-29 11:31:20+00:00
148,self-care practices,POSITIVE,2024-12-29T11:31:20Z,0.5446472764015198,2024-12-29 11:31:20+00:00
149,sleep and mental wellness,POSITIVE,2024-12-29T11:31:20Z,0.8530777096748352,2024-12-29 11:31:20+00:00
150,motivation and mental strength,POSITIVE,2024-12-29T11:31:20Z,0.4010545909404754,2024-12-29 11:31:20+00:00
151,trauma awareness and healing,POSITIVE,2024-12-29T11:31:20Z,0.4029552042484283,2024-12-29 11:31:20+00:00
152,mental health experiences,POSITIVE,2024-12-29T11:31:20Z,0.7554659843444824,2024-12-29 11:31:20+00:00
153,mental health experiences,NEGATIVE,2024-12-29T13:42:00Z,0.6798790693283081,2024-12-29 13:42:00+00:00
154,self-improvement and personal growth,NEGATIVE,2024-12-29T13:42:00Z,0.923371434211731,2024-12-29 13:42:00+00:00
155,addiction awareness and recovery,NEGATIVE,2024-12-29T13:42:00Z,0.5247318148612976,2024-12-29 13:42:00+00:00
156,emotional health discussion,NEGATIVE,2024-12-29T13:42:00Z,0.5812406539916992,2024-12-29 13:42:00+00:00
157,trauma awareness and healing,NEGATIVE,2024-12-29T13:42:00Z,0.3110972940921783,2024-12-29 13:42:00+00:00
158,mindfulness and mental wellness,NEGATIVE,2024-12-29T13:42:00Z,0.4628162086009979,2024-12-29 13:42:00+00:00
159,work-life balance and burnout,NEGATIVE,2024-12-29T13:42:00Z,0.4625145196914673,2024-12-29 13:42:00+00:00
160,motivation and mental strength,NEGATIVE,2024-12-29T13:42:00Z,0.8246368765830994,2024-12-29 13:42:00+00:00
161,self-care practices,NEGATIVE,2024-12-29T13:42:00Z,0.5140559077262878,2024-12-29 13:42:00+00:00
162,self-care practices,NEGATIVE,2024-12-29T13:42:43Z,0.6986292600631714,2024-12-29 13:42:43+00:00
163,addiction awareness and recovery,NEGATIVE,2024-12-29T13:42:43Z,0.5025403499603271,2024-12-29 13:42:43+00:00
164,mental health experiences,NEGATIVE,2024-12-29T13:42:43Z,0.7457189559936523,2024-12-29 13:42:43+00:00
165,social anxiety and relationships,NEGATIVE,2024-12-29T13:42:43Z,0.4476522207260132,2024-12-29 13:42:43+00:00
166,anxiety and stress management,NEGATIVE,2024-12-29T13:42:43Z,0.5093438625335693,2024-12-29 13:42:43+00:00
167,self-improvement and personal growth,NEGATIVE,2024-12-29T13:42:43Z,0.8498104810714722,2024-12-29 13:42:43+00:00
168,mental health education,NEGATIVE,2024-12-29T13:42:43Z,0.6652617454528809,2024-12-29 13:42:43+00:00
169,depression and emotional support,NEGATIVE,2024-12-29T13:42:43Z,0.3632147312164306,2024-12-29 13:42:43+00:00
170,therapy and mental health support,NEGATIVE,2024-12-29T13:42:43Z,0.4780480861663818,2024-12-29 13:42:43+00:00
171,motivation and mental strength,NEGATIVE,2024-12-29T13:42:43Z,0.8147627711296082,2024-12-29 13:42:43+00:00
172,trauma awareness and healing,NEGATIVE,2024-12-29T13:42:43Z,0.3379479944705963,2024-12-29 13:42:43+00:00
173,emotional health discussion,NEGATIVE,2024-12-29T13:42:43Z,0.6698127388954163,2024-12-29 13:42:43+00:00
174,work-life balance and burnout,NEGATIVE,2024-12-29T13:42:43Z,0.6520638465881348,2024-12-29 13:42:43+00:00
175,mindfulness and mental wellness,NEGATIVE,2024-12-29T13:42:43Z,0.7162674069404602,2024-12-29 13:42:43+00:00
176,sleep and mental wellness,NEGATIVE,2024-12-29T13:42:43Z,0.6827484369277954,2024-12-29 13:42:43+00:00
177,mental health experiences,POSITIVE,2024-12-29T13:43:27Z,0.3246397674083709,2024-12-29 13:43:27+00:00
178,self-improvement and personal growth,POSITIVE,2024-12-29T13:43:27Z,0.3218723833560943,2024-12-29 13:43:27+00:00
179,self-improvement and personal growth,POSITIVE,2024-12-29T13:43:51Z,0.988938570022583,2024-12-29 13:43:51+00:00
180,self-care practices,POSITIVE,2024-12-29T13:43:51Z,0.490353524684906,2024-12-29 13:43:51+00:00
181,motivation and mental strength,POSITIVE,2024-12-29T13:43:51Z,0.3883545398712158,2024-12-29 13:43:51+00:00
182,motivation and mental strength,NEGATIVE,2024-12-29T13:44:00Z,0.8867979645729065,2024-12-29 13:44:00+00:00
183,self-improvement and personal growth,NEGATIVE,2024-12-29T13:44:00Z,0.8422040343284607,2024-12-29 13:44:00+00:00
184,mental health experiences,NEGATIVE,2024-12-29T13:44:00Z,0.5818066000938416,2024-12-29 13:44:00+00:00
185,addiction awareness and recovery,NEGATIVE,2024-12-29T13:44:00Z,0.5962886214256287,2024-12-29 13:44:00+00:00
186,self-care practices,NEGATIVE,2024-12-29T13:44:00Z,0.409812867641449,2024-12-29 13:44:00+00:00
187,mindfulness and mental wellness,NEGATIVE,2024-12-29T13:44:00Z,0.4092894196510315,2024-12-29 13:44:00+00:00
188,trauma awareness and healing,NEGATIVE,2024-12-29T13:44:00Z,0.3071950674057007,2024-12-29 13:44:00+00:00
189,self-improvement and personal growth,POSITIVE,2024-12-29T13:44:08Z,0.7286950945854187,2024-12-29 13:44:08+00:00
190,self-improvement and personal growth,NEGATIVE,2024-12-29T13:44:47Z,0.9211480021476746,2024-12-29 13:44:47+00:00
191,trauma awareness and healing,NEGATIVE,2024-12-29T13:44:47Z,0.4441319704055786,2024-12-29 13:44:47+00:00
192,mental health experiences,NEGATIVE,2024-12-29T13:44:47Z,0.8941376209259033,2024-12-29 13:44:47+00:00
193,depression and emotional support,NEGATIVE,2024-12-29T13:44:47Z,0.4673203229904175,2024-12-29 13:44:47+00:00
194,motivation and mental strength,NEGATIVE,2024-12-29T13:44:47Z,0.7337806820869446,2024-12-29 13:44:47+00:00
195,sleep and mental wellness,NEGATIVE,2024-12-29T13:44:47Z,0.7243862748146057,2024-12-29 13:44:47+00:00
196,anxiety and stress management,NEGATIVE,2024-12-29T13:44:47Z,0.6193509101867676,2024-12-29 13:44:47+00:00
197,social anxiety and relationships,NEGATIVE,2024-12-29T13:44:47Z,0.8932420015335083,2024-12-29 13:44:47+00:00
198,mental health education,NEGATIVE,2024-12-29T13:44:47Z,0.6078044176101685,2024-12-29 13:44:47+00:00
199,mindfulness and mental wellness,NEGATIVE,2024-12-29T13:44:47Z,0.4794975817203522,2024-12-29 13:44:47+00:00
200,addiction awareness and recovery,NEGATIVE,2024-12-29T13:44:47Z,0.7636169195175171,2024-12-29 13:44:47+00:00
201,therapy and mental health support,NEGATIVE,2024-12-29T13:44:47Z,0.4396157264709472,2024-12-29 13:44:47+00:00
202,self-care practices,NEGATIVE,2024-12-29T13:44:47Z,0.7997720837593079,2024-12-29 13:44:47+00:00
203,work-life balance and burnout,NEGATIVE,2024-12-29T13:44:47Z,0.9254168272018432,2024-12-29 13:44:47+00:00
204,emotional health discussion,NEGATIVE,2024-12-29T13:44:47Z,0.8597254753112793,2024-12-29 13:44:47+00:00
205,self-improvement and personal growth,POSITIVE,2024-12-29T13:45:08Z,0.6319660544395447,2024-12-29 13:45:08+00:00
206,motivation and mental strength,POSITIVE,2024-12-29T13:45:08Z,0.8427360653877258,2024-12-29 13:45:08+00:00
207,motivation and mental strength,NEGATIVE,2024-12-29T13:45:32Z,0.8202881813049316,2024-12-29 13:45:32+00:00
208,self-improvement and personal growth,NEGATIVE,2024-12-29T13:45:32Z,0.8044103980064392,2024-12-29 13:45:32+00:00
209,self-care practices,NEGATIVE,2024-12-29T13:45:32Z,0.3037831783294678,2024-12-29 13:45:32+00:00
210,motivation and mental strength,NEGATIVE,2024-12-29T13:46:30Z,0.7314268350601196,2024-12-29 13:46:30+00:00
211,social anxiety and relationships,NEGATIVE,2024-12-29T13:46:30Z,0.3605118095874786,2024-12-29 13:46:30+00:00
212,mental health experiences,NEGATIVE,2024-12-29T13:46:30Z,0.8725584745407104,2024-12-29 13:46:30+00:00
213,trauma awareness and healing,NEGATIVE,2024-12-29T13:46:30Z,0.5895140767097473,2024-12-29 13:46:30+00:00
214,emotional health discussion,NEGATIVE,2024-12-29T13:46:30Z,0.5925646424293518,2024-12-29 13:46:30+00:00
215,self-improvement and personal growth,NEGATIVE,2024-12-29T13:46:30Z,0.8416407108306885,2024-12-29 13:46:30+00:00
216,mental health education,NEGATIVE,2024-12-29T13:46:30Z,0.3667791485786438,2024-12-29 13:46:30+00:00
217,mental health education,NEGATIVE,2024-12-29T13:46:31Z,0.4167475402355194,2024-12-29 13:46:31+00:00
218,self-care practices,NEGATIVE,2024-12-29T13:46:31Z,0.7713426947593689,2024-12-29 13:46:31+00:00
219,motivation and mental strength,NEGATIVE,2024-12-29T13:46:31Z,0.7431965470314026,2024-12-29 13:46:31+00:00
220,mental health experiences,NEGATIVE,2024-12-29T13:46:31Z,0.7494059205055237,2024-12-29 13:46:31+00:00
221,self-improvement and personal growth,NEGATIVE,2024-12-29T13:46:31Z,0.975994348526001,2024-12-29 13:46:31+00:00
222,mindfulness and mental wellness,NEGATIVE,2024-12-29T13:46:31Z,0.8568869233131409,2024-12-29 13:46:31+00:00
223,addiction awareness and recovery,NEGATIVE,2024-12-29T13:46:31Z,0.3720612227916717,2024-12-29 13:46:31+00:00
224,motivation and mental strength,NEGATIVE,2024-12-29T13:53:52Z,0.8565850853919983,2024-12-29 13:53:52+00:00
225,mental health experiences,NEGATIVE,2024-12-29T13:53:52Z,0.3480201363563537,2024-12-29 13:53:52+00:00
226,self-improvement and personal growth,NEGATIVE,2024-12-29T13:53:52Z,0.9679524898529052,2024-12-29 13:53:52+00:00
227,self-improvement and personal growth,NEGATIVE,2024-12-29T13:58:07Z,0.5038671493530273,2024-12-29 13:58:07+00:00
228,addiction awareness and recovery,NEGATIVE,2024-12-29T13:58:07Z,0.3636102974414825,2024-12-29 13:58:07+00:00
229,mental health education,NEGATIVE,2024-12-29T13:58:07Z,0.4608528614044189,2024-12-29 13:58:07+00:00
230,self-care practices,NEGATIVE,2024-12-29T13:58:07Z,0.4988826215267181,2024-12-29 13:58:07+00:00
231,mental health experiences,NEGATIVE,2024-12-29T13:58:07Z,0.5858148336410522,2024-12-29 13:58:07+00:00
232,mindfulness and mental wellness,NEGATIVE,2024-12-29T13:58:07Z,0.3250015079975128,2024-12-29 13:58:07+00:00
