video_id,title,category,mental_health_aspects,avg_score,sentiments
219,Tu Hai,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mindfulness and mental wellness', 'mental health experiences', 'self-care practices', 'mental health education', 'therapy and mental health support', 'sleep and mental wellness', 'addiction awareness and recovery', 'emotional health discussion', 'trauma awareness and healing', 'work-life balance and burnout', 'social anxiety and relationships', 'depression and emotional support', 'anxiety and stress management']",0.8000698963801065,['POSITIVE']
216,Soulful Romantic,Entertainment,"['motivation and mental strength', 'mindfulness and mental wellness', 'self-improvement and personal growth', 'emotional health discussion', 'sleep and mental wellness', 'self-care practices']",0.7954258223374684,['POSITIVE']
916,TAINU LEKE,Entertainment,"['motivation and mental strength', 'self-improvement and personal growth', 'mindfulness and mental wellness', 'mental health experiences', 'mental health education', 'addiction awareness and recovery', 'self-care practices', 'therapy and mental health support', 'emotional health discussion', 'trauma awareness and healing', 'work-life balance and burnout', 'sleep and mental wellness', 'anxiety and stress management', 'depression and emotional support', 'social anxiety and relationships']",0.7928178032239278,['POSITIVE']
48,MERA PEHLA PEHLA PYAAR,Music,"['motivation and mental strength', 'mindfulness and mental wellness', 'self-improvement and personal growth', 'mental health experiences', 'emotional health discussion', 'self-care practices', 'work-life balance and burnout', 'sleep and mental wellness', 'addiction awareness and recovery', 'mental health education', 'trauma awareness and healing', 'therapy and mental health support', 'depression and emotional support', 'social anxiety and relationships', 'anxiety and stress management']",0.7925105015436807,['NEGATIVE']
153,Marvin Gaye - Sexual Healing (Kygo Remix),Music,"['self-improvement and personal growth', 'self-care practices', 'trauma awareness and healing', 'motivation and mental strength']",0.7885897606611252,['POSITIVE']
45,Jaane Kyun,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mindfulness and mental wellness', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mental health education', 'therapy and mental health support', 'trauma awareness and healing', 'emotional health discussion', 'work-life balance and burnout', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",0.7808405439058941,['POSITIVE']
864,Jaane Kyun,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mindfulness and mental wellness', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mental health education', 'therapy and mental health support', 'trauma awareness and healing', 'emotional health discussion', 'work-life balance and burnout', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",0.7808405439058941,['POSITIVE']
23,Aahatein,Entertainment,"['addiction awareness and recovery', 'anxiety and stress management', 'emotional health discussion', 'social anxiety and relationships', 'mental health experiences', 'self-improvement and personal growth', 'motivation and mental strength', 'trauma awareness and healing', 'work-life balance and burnout', 'self-care practices', 'mindfulness and mental wellness', 'therapy and mental health support', 'mental health education', 'sleep and mental wellness', 'depression and emotional support']",0.7763875404993693,['POSITIVE']
26,Love Ya,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mindfulness and mental wellness', 'self-care practices', 'emotional health discussion', 'addiction awareness and recovery', 'depression and emotional support', 'mental health experiences', 'social anxiety and relationships', 'therapy and mental health support', 'trauma awareness and healing', 'mental health education', 'sleep and mental wellness']",0.7715311279663672,['POSITIVE']
920,Do Din,Entertainment,"['motivation and mental strength', 'self-improvement and personal growth', 'mindfulness and mental wellness', 'self-care practices', 'sleep and mental wellness', 'mental health experiences', 'work-life balance and burnout', 'mental health education', 'addiction awareness and recovery', 'trauma awareness and healing', 'therapy and mental health support', 'emotional health discussion', 'anxiety and stress management', 'depression and emotional support', 'social anxiety and relationships']",0.7713635961214702,['POSITIVE']
133,The making of BIRDS OF A FEATHER #billieeilish #birdsofafeather #hitmehardandsoft #finneas,Entertainment,"['motivation and mental strength', 'self-improvement and personal growth', 'mindfulness and mental wellness', 'mental health experiences', 'self-care practices']",0.7645402073860168,['NEGATIVE']
225,Guru Josh Project - Infinity (Klaas Vocal Mix) [Ultra Records],Music,"['self-improvement and personal growth', 'motivation and mental strength', 'mindfulness and mental wellness', 'mental health experiences', 'addiction awareness and recovery', 'self-care practices', 'trauma awareness and healing']",0.7591141206877572,['POSITIVE']
93,THIS is what it's all about | Pokemon card vendor POV #pokemon #pokemoncard #wholesome,Entertainment,"['self-improvement and personal growth', 'mindfulness and mental wellness']",0.7526133954524994,['POSITIVE']
862,MAUJA HI MAUJA,Music,"['motivation and mental strength', 'mindfulness and mental wellness', 'self-improvement and personal growth', 'mental health experiences', 'self-care practices', 'mental health education', 'emotional health discussion', 'addiction awareness and recovery', 'therapy and mental health support', 'trauma awareness and healing', 'sleep and mental wellness', 'work-life balance and burnout', 'anxiety and stress management', 'social anxiety and relationships', 'depression and emotional support']",0.7512830158074696,['POSITIVE']
705,Eminem & 50 Cent Destroy Grammys,Music,"['motivation and mental strength', 'self-improvement and personal growth']",0.745849609375,['NEGATIVE']
932,Channa Ve,Entertainment,"['mindfulness and mental wellness', 'self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mental health education', 'therapy and mental health support', 'emotional health discussion', 'trauma awareness and healing', 'sleep and mental wellness', 'work-life balance and burnout', 'depression and emotional support', 'social anxiety and relationships', 'anxiety and stress management']",0.7447869737943013,['POSITIVE']
22,Waalian,Entertainment,"['motivation and mental strength', 'mindfulness and mental wellness', 'mental health experiences', 'self-improvement and personal growth', 'self-care practices', 'sleep and mental wellness', 'addiction awareness and recovery', 'mental health education', 'therapy and mental health support', 'trauma awareness and healing', 'emotional health discussion', 'work-life balance and burnout', 'social anxiety and relationships', 'depression and emotional support', 'anxiety and stress management']",0.7424172997474671,['POSITIVE']
146,Avicii - Levels,Music,"['self-improvement and personal growth', 'motivation and mental strength', 'self-care practices', 'mindfulness and mental wellness', 'sleep and mental wellness', 'emotional health discussion', 'anxiety and stress management', 'mental health experiences', 'work-life balance and burnout', 'mental health education', 'addiction awareness and recovery']",0.7420739937912334,['POSITIVE']
750,Avicii - Levels,Music,"['self-improvement and personal growth', 'motivation and mental strength', 'self-care practices', 'mindfulness and mental wellness', 'sleep and mental wellness', 'emotional health discussion', 'anxiety and stress management', 'mental health experiences', 'work-life balance and burnout', 'mental health education', 'addiction awareness and recovery']",0.7420739937912334,['POSITIVE']
678,Oliver Tree - Life Goes On [Music Video],Music,"['self-improvement and personal growth', 'motivation and mental strength', 'mindfulness and mental wellness']",0.7395596305529276,['POSITIVE']
757,Oliver Tree - Life Goes On [Music Video],Music,"['self-improvement and personal growth', 'motivation and mental strength', 'mindfulness and mental wellness']",0.7395596305529276,['POSITIVE']
451,Mine,Entertainment,"['self-improvement and personal growth', 'mental health experiences', 'motivation and mental strength', 'self-care practices', 'mindfulness and mental wellness', 'addiction awareness and recovery', 'therapy and mental health support', 'mental health education', 'emotional health discussion', 'trauma awareness and healing', 'work-life balance and burnout', 'depression and emotional support', 'social anxiety and relationships', 'sleep and mental wellness', 'anxiety and stress management']",0.7387556115786234,['POSITIVE']
484,Jalsa,Music,"['motivation and mental strength', 'self-improvement and personal growth', 'mindfulness and mental wellness', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mental health education', 'emotional health discussion', 'trauma awareness and healing', 'therapy and mental health support', 'work-life balance and burnout', 'sleep and mental wellness', 'social anxiety and relationships', 'anxiety and stress management', 'depression and emotional support']",0.7330883781115214,['NEGATIVE']
930,Leja,Entertainment,"['self-improvement and personal growth', 'mental health experiences', 'motivation and mental strength', 'self-care practices', 'mindfulness and mental wellness', 'mental health education', 'addiction awareness and recovery', 'emotional health discussion', 'therapy and mental health support', 'work-life balance and burnout', 'trauma awareness and healing', 'social anxiety and relationships', 'sleep and mental wellness', 'depression and emotional support', 'anxiety and stress management']",0.732065725326538,['POSITIVE']
450,https://www.youtube.com/watch?v=5vHC3leCB88,Entertainment,"['self-improvement and personal growth', 'mental health experiences', 'motivation and mental strength', 'mindfulness and mental wellness', 'addiction awareness and recovery', 'self-care practices', 'mental health education', 'trauma awareness and healing', 'emotional health discussion', 'therapy and mental health support', 'work-life balance and burnout', 'depression and emotional support', 'sleep and mental wellness', 'anxiety and stress management', 'social anxiety and relationships']",0.7305081327756247,['NEGATIVE']
424,끝내주는 바삭함!! 태국 스타일 철판 버터 과자,Entertainment,"['motivation and mental strength', 'self-improvement and personal growth', 'mindfulness and mental wellness', 'mental health experiences', 'mental health education', 'addiction awareness and recovery', 'self-care practices', 'work-life balance and burnout', 'trauma awareness and healing', 'emotional health discussion', 'therapy and mental health support', 'depression and emotional support', 'sleep and mental wellness', 'social anxiety and relationships', 'anxiety and stress management']",0.7276941061019896,['POSITIVE']
40,Diwali,Entertainment,"['motivation and mental strength', 'self-improvement and personal growth', 'self-care practices', 'mental health experiences', 'mindfulness and mental wellness']",0.7260602474212646,['NEGATIVE']
347,ILLAHI x NIGHT CHANGES (MEGA MASHUP) | Gravero & Happy Pills,Entertainment,"['sleep and mental wellness', 'mental health experiences', 'motivation and mental strength', 'self-improvement and personal growth', 'self-care practices', 'addiction awareness and recovery', 'anxiety and stress management', 'mindfulness and mental wellness', 'emotional health discussion', 'depression and emotional support', 'therapy and mental health support', 'work-life balance and burnout', 'mental health education']",0.7252705143048213,['NEGATIVE']
232,Lady Gaga - Poker Face (Official Music Video),Music,"['motivation and mental strength', 'self-improvement and personal growth', 'anxiety and stress management']",0.7226259410381317,['NEGATIVE']
989,Raanjhanaa,Entertainment,"['mindfulness and mental wellness', 'self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'mental health education', 'addiction awareness and recovery', 'trauma awareness and healing', 'therapy and mental health support', 'emotional health discussion', 'work-life balance and burnout', 'sleep and mental wellness']",0.7222099552551905,['NEGATIVE']
388,https://www.youtube.com/watch?v=ky2prUjZ09s,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mindfulness and mental wellness', 'addiction awareness and recovery', 'mental health experiences', 'self-care practices', 'mental health education', 'trauma awareness and healing', 'emotional health discussion', 'therapy and mental health support', 'sleep and mental wellness', 'work-life balance and burnout', 'depression and emotional support', 'anxiety and stress management', 'social anxiety and relationships']",0.7187715848286947,['NEGATIVE']
418,Hanuman Chalisa,Music,"['motivation and mental strength', 'self-improvement and personal growth', 'mental health experiences', 'mindfulness and mental wellness', 'self-care practices', 'mental health education', 'addiction awareness and recovery', 'therapy and mental health support', 'trauma awareness and healing', 'emotional health discussion', 'work-life balance and burnout']",0.7167154062878002,['POSITIVE']
349,Krewella - Alive (Video),Music,"['motivation and mental strength', 'self-improvement and personal growth', 'mindfulness and mental wellness', 'addiction awareness and recovery', 'self-care practices', 'trauma awareness and healing', 'mental health experiences']",0.7162997722625732,['POSITIVE']
573,https://www.youtube.com/watch?v=VHE9qvOnx14,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'mindfulness and mental wellness', 'addiction awareness and recovery', 'self-care practices', 'mental health education', 'trauma awareness and healing', 'therapy and mental health support', 'emotional health discussion', 'work-life balance and burnout', 'sleep and mental wellness', 'depression and emotional support', 'anxiety and stress management', 'social anxiety and relationships']",0.7153606196244559,['NEGATIVE']
915,"Heart Throb (From ""Rocky Aur Rani Kii Prem Kahaani"")",Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'emotional health discussion']",0.713119109471639,['NEGATIVE']
265,https://www.youtube.com/watch?v=uDbjMuyCgPQ,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mindfulness and mental wellness', 'mental health experiences', 'addiction awareness and recovery', 'self-care practices', 'trauma awareness and healing', 'mental health education', 'therapy and mental health support', 'emotional health discussion', 'depression and emotional support', 'sleep and mental wellness', 'work-life balance and burnout', 'anxiety and stress management', 'social anxiety and relationships']",0.7114853461583455,['NEGATIVE']
28,Nai Jaana,Entertainment,"['mindfulness and mental wellness', 'motivation and mental strength', 'self-improvement and personal growth', 'mental health experiences', 'self-care practices', 'mental health education', 'therapy and mental health support', 'emotional health discussion', 'addiction awareness and recovery', 'trauma awareness and healing', 'work-life balance and burnout', 'social anxiety and relationships', 'sleep and mental wellness', 'depression and emotional support', 'anxiety and stress management']",0.7100997706254323,['NEGATIVE']
255,Vicky Kaushal being the perfect gentleman ❤#vickykaushal #rashmikamandanna #chhava #edit #trending 🔥,Entertainment,"['self-improvement and personal growth', 'mindfulness and mental wellness', 'self-care practices']",0.7085106372833252,['NEGATIVE']
60,Sajaniya,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'mindfulness and mental wellness', 'self-care practices', 'mental health education', 'addiction awareness and recovery', 'therapy and mental health support', 'emotional health discussion', 'trauma awareness and healing', 'sleep and mental wellness', 'work-life balance and burnout', 'social anxiety and relationships', 'anxiety and stress management', 'depression and emotional support']",0.7075954357782998,['POSITIVE']
661,https://www.youtube.com/watch?v=hZIHTknOUeQ,Entertainment,"['self-improvement and personal growth', 'mindfulness and mental wellness', 'motivation and mental strength', 'mental health experiences', 'addiction awareness and recovery', 'self-care practices', 'mental health education', 'trauma awareness and healing', 'sleep and mental wellness', 'therapy and mental health support', 'emotional health discussion', 'work-life balance and burnout', 'depression and emotional support', 'anxiety and stress management', 'social anxiety and relationships']",0.7063626050949096,['NEGATIVE']
804,What Are They Doing 💀🙏,Entertainment,"['self-improvement and personal growth', 'mindfulness and mental wellness', 'motivation and mental strength', 'mental health experiences', 'addiction awareness and recovery', 'emotional health discussion', 'mental health education', 'self-care practices', 'trauma awareness and healing', 'therapy and mental health support', 'work-life balance and burnout', 'sleep and mental wellness', 'anxiety and stress management']",0.7024153127120092,['NEGATIVE']
708,https://www.youtube.com/watch?v=2kQ83yLufRw,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mindfulness and mental wellness', 'mental health experiences', 'addiction awareness and recovery', 'self-care practices', 'trauma awareness and healing', 'mental health education', 'therapy and mental health support', 'emotional health discussion', 'depression and emotional support', 'sleep and mental wellness', 'work-life balance and burnout', 'anxiety and stress management', 'social anxiety and relationships']",0.702004740635554,['NEGATIVE']
605,MUJHE RAAT DIN BAS,Music,"['motivation and mental strength', 'mental health experiences', 'mindfulness and mental wellness', 'self-improvement and personal growth', 'mental health education', 'work-life balance and burnout', 'self-care practices', 'emotional health discussion', 'trauma awareness and healing', 'therapy and mental health support', 'addiction awareness and recovery', 'sleep and mental wellness', 'social anxiety and relationships', 'depression and emotional support', 'anxiety and stress management']",0.7019515713055928,['NEGATIVE']
493,"Nadia Ali, Starkillers & Alex Kenji - Pressure (Alesso Remix)",Music,"['anxiety and stress management', 'mental health experiences', 'motivation and mental strength', 'work-life balance and burnout', 'self-improvement and personal growth', 'emotional health discussion', 'social anxiety and relationships', 'mental health education', 'addiction awareness and recovery']",0.7014240456951989,['NEGATIVE']
237,"Nadia Ali, Starkillers & Alex Kenji - Pressure (Alesso Remix)",Music,"['anxiety and stress management', 'mental health experiences', 'motivation and mental strength', 'work-life balance and burnout', 'self-improvement and personal growth', 'emotional health discussion', 'social anxiety and relationships', 'mental health education', 'addiction awareness and recovery']",0.7014240456951989,['NEGATIVE']
191,Ek Duje Ke,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mindfulness and mental wellness', 'mental health experiences', 'self-care practices', 'mental health education', 'addiction awareness and recovery', 'emotional health discussion', 'therapy and mental health support', 'work-life balance and burnout', 'trauma awareness and healing', 'sleep and mental wellness', 'depression and emotional support', 'anxiety and stress management', 'social anxiety and relationships']",0.7002071301142374,['POSITIVE']
92,https://www.youtube.com/watch?v=ygFCrX2t73Y,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mindfulness and mental wellness', 'mental health experiences', 'addiction awareness and recovery', 'self-care practices', 'trauma awareness and healing', 'mental health education', 'therapy and mental health support', 'emotional health discussion', 'sleep and mental wellness', 'depression and emotional support', 'work-life balance and burnout', 'anxiety and stress management', 'social anxiety and relationships']",0.6998384614785511,['NEGATIVE']
32,Brown Rang,Music,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'self-care practices', 'therapy and mental health support', 'trauma awareness and healing', 'emotional health discussion', 'mental health education', 'sleep and mental wellness', 'work-life balance and burnout', 'depression and emotional support', 'social anxiety and relationships', 'anxiety and stress management']",0.6978982289632161,['POSITIVE']
21,Lehanga,Entertainment,"['motivation and mental strength', 'self-improvement and personal growth', 'mindfulness and mental wellness', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'therapy and mental health support', 'sleep and mental wellness', 'trauma awareness and healing', 'mental health education', 'emotional health discussion', 'work-life balance and burnout', 'depression and emotional support']",0.6958414155703325,['NEGATIVE']
43,Tere Bina,Entertainment,"['self-improvement and personal growth', 'mental health experiences', 'motivation and mental strength', 'mindfulness and mental wellness', 'self-care practices', 'addiction awareness and recovery', 'mental health education', 'therapy and mental health support', 'trauma awareness and healing', 'emotional health discussion', 'work-life balance and burnout', 'depression and emotional support', 'sleep and mental wellness', 'anxiety and stress management', 'social anxiety and relationships']",0.6951547741889954,['POSITIVE']
929,Shaayraana,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mindfulness and mental wellness', 'mental health experiences', 'self-care practices', 'mental health education', 'therapy and mental health support', 'trauma awareness and healing', 'addiction awareness and recovery', 'emotional health discussion', 'work-life balance and burnout', 'sleep and mental wellness']",0.692227323849996,['NEGATIVE']
184,Nazm Nazm,Music,"['motivation and mental strength', 'mindfulness and mental wellness', 'self-improvement and personal growth', 'mental health experiences', 'self-care practices', 'mental health education', 'trauma awareness and healing', 'therapy and mental health support', 'addiction awareness and recovery', 'emotional health discussion', 'sleep and mental wellness', 'work-life balance and burnout', 'social anxiety and relationships', 'depression and emotional support', 'anxiety and stress management']",0.6920587698618571,['NEGATIVE']
954,https://www.youtube.com/watch?v=F4Evc2U7SZg,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mindfulness and mental wellness', 'mental health experiences', 'addiction awareness and recovery', 'self-care practices', 'trauma awareness and healing', 'mental health education', 'therapy and mental health support', 'emotional health discussion', 'depression and emotional support', 'work-life balance and burnout', 'sleep and mental wellness', 'anxiety and stress management', 'social anxiety and relationships']",0.6917425096035004,['NEGATIVE']
765,Bro might need to check his eyes 💀🙏 Use code: DodsFN in the item shop ❤️ #fortniteclips #fortnite,Entertainment,"['self-care practices', 'mental health experiences', 'self-improvement and personal growth', 'mindfulness and mental wellness', 'emotional health discussion', 'motivation and mental strength', 'mental health education']",0.6902590862342289,['NEGATIVE']
150,The Nights,Entertainment,"['sleep and mental wellness', 'self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'mindfulness and mental wellness', 'self-care practices', 'work-life balance and burnout', 'addiction awareness and recovery', 'trauma awareness and healing', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'anxiety and stress management', 'social anxiety and relationships', 'depression and emotional support']",0.6893058816591899,['POSITIVE']
809,https://www.youtube.com/watch?v=vdOAAB2m3Ks,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mindfulness and mental wellness', 'addiction awareness and recovery', 'mental health experiences', 'self-care practices', 'trauma awareness and healing', 'mental health education', 'therapy and mental health support', 'sleep and mental wellness', 'emotional health discussion', 'depression and emotional support', 'work-life balance and burnout', 'anxiety and stress management', 'social anxiety and relationships']",0.687738436460495,['NEGATIVE']
109,She immediately realized what was happening😏,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'mindfulness and mental wellness', 'self-care practices', 'trauma awareness and healing', 'addiction awareness and recovery', 'emotional health discussion', 'mental health education', 'work-life balance and burnout', 'therapy and mental health support', 'depression and emotional support', 'social anxiety and relationships', 'anxiety and stress management']",0.687700690967696,['NEGATIVE']
495,https://www.youtube.com/watch?v=ocDhdRzhTDY,Entertainment,"['self-improvement and personal growth', 'mindfulness and mental wellness', 'motivation and mental strength', 'mental health experiences', 'addiction awareness and recovery', 'self-care practices', 'mental health education', 'trauma awareness and healing', 'therapy and mental health support', 'emotional health discussion', 'work-life balance and burnout', 'sleep and mental wellness', 'depression and emotional support', 'anxiety and stress management', 'social anxiety and relationships']",0.6871559003988902,['NEGATIVE']
998,Namami Shamishan,Entertainment,"['self-improvement and personal growth', 'mindfulness and mental wellness', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mental health education', 'therapy and mental health support', 'trauma awareness and healing', 'emotional health discussion', 'work-life balance and burnout', 'sleep and mental wellness', 'depression and emotional support']",0.6863968257720654,['NEGATIVE']
121,okay wait i love this one ☔️🫶🏻,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mindfulness and mental wellness', 'mental health experiences', 'addiction awareness and recovery', 'self-care practices', 'mental health education', 'trauma awareness and healing', 'emotional health discussion', 'therapy and mental health support', 'sleep and mental wellness', 'depression and emotional support', 'anxiety and stress management', 'work-life balance and burnout']",0.6859602779150009,['POSITIVE']
616,Chalte Chalte,Music,"['motivation and mental strength', 'self-improvement and personal growth', 'mindfulness and mental wellness', 'mental health experiences', 'self-care practices', 'sleep and mental wellness', 'addiction awareness and recovery', 'mental health education', 'emotional health discussion', 'therapy and mental health support', 'trauma awareness and healing', 'work-life balance and burnout', 'anxiety and stress management', 'social anxiety and relationships']",0.6859573360000337,['NEGATIVE']
823,https://www.youtube.com/watch?v=EVr7ZGhRyn0,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mindfulness and mental wellness', 'mental health experiences', 'addiction awareness and recovery', 'self-care practices', 'trauma awareness and healing', 'mental health education', 'therapy and mental health support', 'emotional health discussion', 'sleep and mental wellness', 'depression and emotional support', 'work-life balance and burnout', 'anxiety and stress management', 'social anxiety and relationships']",0.6851045250892638,['NEGATIVE']
157,Taio Cruz - Break Your Heart (Official Video) ft. Ludacris,Music,"['social anxiety and relationships', 'emotional health discussion', 'mental health experiences', 'self-improvement and personal growth', 'addiction awareness and recovery', 'motivation and mental strength', 'depression and emotional support', 'mental health education', 'trauma awareness and healing', 'self-care practices', 'mindfulness and mental wellness']",0.68465548211878,['POSITIVE']
332,MØ - Final Song (Official Video),Music,"['motivation and mental strength', 'self-improvement and personal growth']",0.6843575835227966,['POSITIVE']
39,Namo Namo,Music,"['mindfulness and mental wellness', 'motivation and mental strength', 'self-improvement and personal growth', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mental health education', 'therapy and mental health support', 'trauma awareness and healing', 'emotional health discussion', 'work-life balance and burnout', 'sleep and mental wellness', 'social anxiety and relationships', 'depression and emotional support', 'anxiety and stress management']",0.6838024218877157,['POSITIVE']
