video_id,pattern_type,pattern,timestamp,category,source_file
155,community,with,"Feb 11, 2025, 11:00:37 AM PST",Music,youtube_analysis_20250228_043004_patterns.csv
155,series,part\s*\d+,"Feb 11, 2025, 11:00:37 AM PST",Music,youtube_analysis_20250228_043004_patterns.csv
157,community,ft\.,"Feb 11, 2025, 10:57:25 AM PST",Music,youtube_analysis_20250228_043004_patterns.csv
160,community,with,"Feb 11, 2025, 10:53:44 AM PST",Music,youtube_analysis_20250228_043004_patterns.csv
163,community,ft\.,"Feb 11, 2025, 10:46:35 AM PST",Music,youtube_analysis_20250228_043004_patterns.csv
165,community,feat,Martin Garrix feat. Usher - 'Don't Look Down' (Towel Boy) [Official Music Video YTMAs],Music,youtube_analysis_20250228_043004_patterns.csv
167,community,ft\.,"Feb 11, 2025, 10:38:11 AM PST",Music,youtube_analysis_20250228_043004_patterns.csv
171,community,feat,"Feb 11, 2025, 10:36:42 AM PST",Music,youtube_analysis_20250228_043004_patterns.csv
178,community,ft\.,"Feb 11, 2025, 10:34:05 AM PST",Music,youtube_analysis_20250228_043004_patterns.csv
180,community,feat,Martin Garrix feat. Bonn - High On Life (Official Video),Music,youtube_analysis_20250228_043004_patterns.csv
198,monetization,ad\b,"Feb 11, 2025, 9:39:47 AM PST",Entertainment,youtube_analysis_20250228_043004_patterns.csv
198,trending,shorts,"Feb 11, 2025, 9:39:47 AM PST",Entertainment,youtube_analysis_20250228_043004_patterns.csv
199,trending,shorts,"Feb 11, 2025, 9:36:59 AM PST",Gaming,youtube_analysis_20250228_043004_patterns.csv
201,trending,shorts,"Feb 11, 2025, 9:36:07 AM PST",Entertainment,youtube_analysis_20250228_043004_patterns.csv
202,trending,shorts,"Feb 11, 2025, 9:35:04 AM PST",Tutorial,youtube_analysis_20250228_043004_patterns.csv
204,trending,viral,"Feb 11, 2025, 9:29:39 AM PST",Podcast,youtube_analysis_20250228_043004_patterns.csv
205,trending,shorts,"Feb 11, 2025, 9:28:39 AM PST",Shorts,youtube_analysis_20250228_043004_patterns.csv
208,trending,viral,"Feb 11, 2025, 9:26:24 AM PST",Shorts,youtube_analysis_20250228_043004_patterns.csv
208,trending,shorts,"Feb 11, 2025, 9:26:24 AM PST",Shorts,youtube_analysis_20250228_043004_patterns.csv
223,community,feat,"Feb 11, 2025, 6:44:15 AM PST",Music,youtube_analysis_20250228_043004_patterns.csv
226,community,ft\.,"Feb 11, 2025, 1:12:09 AM PST",Music,youtube_analysis_20250228_043004_patterns.csv
227,community,feat,Martin Garrix feat. Bonn - No Sleep (Official Video),Music,youtube_analysis_20250228_043004_patterns.csv
229,community,feat,"Feb 11, 2025, 12:59:11 AM PST",Music,youtube_analysis_20250228_043004_patterns.csv
231,community,vs,"Feb 11, 2025, 12:43:26 AM PST",Music,youtube_analysis_20250228_043004_patterns.csv
235,community,feat,"Feb 11, 2025, 12:22:50 AM PST",Music,youtube_analysis_20250228_043004_patterns.csv
236,community,feat,Dzeko & Torres - L'Amour Toujours feat. Delaney Jane (Tiësto Edit) [Official Lyric Video],Music,youtube_analysis_20250228_043004_patterns.csv
239,community,ft\.,"Feb 11, 2025, 12:02:08 AM PST",Music,youtube_analysis_20250228_043004_patterns.csv
245,trending,viral,"Feb 10, 2025, 4:49:54 PM PST",Shorts,youtube_analysis_20250228_043004_patterns.csv
245,trending,shorts,"Feb 10, 2025, 4:49:54 PM PST",Shorts,youtube_analysis_20250228_043004_patterns.csv
246,trending,viral,"Feb 10, 2025, 4:49:50 PM PST",Music,youtube_analysis_20250228_043004_patterns.csv
249,trending,shorts,"Feb 10, 2025, 4:48:22 PM PST",Shorts,youtube_analysis_20250228_043004_patterns.csv
251,trending,trend(?:ing)?,"Feb 10, 2025, 4:47:38 PM PST",Entertainment,youtube_analysis_20250228_043004_patterns.csv
252,trending,viral,"Feb 10, 2025, 4:47:36 PM PST",Shorts,youtube_analysis_20250228_043004_patterns.csv
252,trending,shorts,"Feb 10, 2025, 4:47:36 PM PST",Shorts,youtube_analysis_20250228_043004_patterns.csv
253,trending,shorts,"Feb 10, 2025, 4:46:31 PM PST",Comedy,youtube_analysis_20250228_043004_patterns.csv
253,monetization,ad\b,"Feb 10, 2025, 4:46:31 PM PST",Comedy,youtube_analysis_20250228_043004_patterns.csv
255,trending,trend(?:ing)?,"Feb 10, 2025, 4:46:27 PM PST",Entertainment,youtube_analysis_20250228_043004_patterns.csv
257,trending,shorts,"Feb 10, 2025, 4:46:25 PM PST",Shorts,youtube_analysis_20250228_043004_patterns.csv
258,trending,shorts,"Feb 10, 2025, 4:46:24 PM PST",Shorts,youtube_analysis_20250228_043004_patterns.csv
258,trending,trend(?:ing)?,"Feb 10, 2025, 4:46:24 PM PST",Shorts,youtube_analysis_20250228_043004_patterns.csv
259,trending,shorts,"Feb 10, 2025, 4:46:24 PM PST",Shorts,youtube_analysis_20250228_043004_patterns.csv
260,community,vs,"Feb 10, 2025, 4:46:22 PM PST",Vlogs,youtube_analysis_20250228_043004_patterns.csv
263,trending,viral,"Feb 10, 2025, 4:46:19 PM PST",Shorts,youtube_analysis_20250228_043004_patterns.csv
263,trending,shorts,"Feb 10, 2025, 4:46:19 PM PST",Shorts,youtube_analysis_20250228_043004_patterns.csv
266,trending,viral,"Feb 10, 2025, 4:44:24 PM PST",Shorts,youtube_analysis_20250228_043004_patterns.csv
266,trending,shorts,"Feb 10, 2025, 4:44:24 PM PST",Shorts,youtube_analysis_20250228_043004_patterns.csv
267,trending,trend(?:ing)?,"Feb 10, 2025, 4:43:49 PM PST",Music,youtube_analysis_20250228_043004_patterns.csv
267,series,#\d+,"Feb 10, 2025, 4:43:49 PM PST",Music,youtube_analysis_20250228_043004_patterns.csv
269,community,with,"Feb 10, 2025, 4:42:48 PM PST",Entertainment,youtube_analysis_20250228_043004_patterns.csv
270,trending,shorts,Junaid and sharvari's reunion 😍❤️ #sharvariwagh #junaidkhan #shortfeed #shorts,Shorts,youtube_analysis_20250228_043004_patterns.csv
272,trending,viral,"Feb 10, 2025, 4:41:13 PM PST",Shorts,youtube_analysis_20250228_043004_patterns.csv
272,trending,shorts,"Feb 10, 2025, 4:41:13 PM PST",Shorts,youtube_analysis_20250228_043004_patterns.csv
273,series,ep\.\s*\d+,"Feb 10, 2025, 4:41:12 PM PST",Technology,youtube_analysis_20250228_043004_patterns.csv
274,trending,shorts,"Feb 10, 2025, 4:39:10 PM PST",Entertainment,youtube_analysis_20250228_043004_patterns.csv
280,trending,shorts,"Feb 10, 2025, 4:38:56 PM PST",Comedy,youtube_analysis_20250228_043004_patterns.csv
282,trending,shorts,"Feb 10, 2025, 4:38:13 PM PST",Shorts,youtube_analysis_20250228_043004_patterns.csv
283,series,part\s*\d+,"Feb 10, 2025, 4:38:12 PM PST",Entertainment,youtube_analysis_20250228_043004_patterns.csv
283,series,#\d+,"Feb 10, 2025, 4:38:12 PM PST",Entertainment,youtube_analysis_20250228_043004_patterns.csv
283,community,vs,"Feb 10, 2025, 4:38:12 PM PST",Entertainment,youtube_analysis_20250228_043004_patterns.csv
285,trending,shorts,"Feb 10, 2025, 4:35:06 PM PST",Shorts,youtube_analysis_20250228_043004_patterns.csv
285,trending,trend(?:ing)?,"Feb 10, 2025, 4:35:06 PM PST",Shorts,youtube_analysis_20250228_043004_patterns.csv
286,series,season,"Feb 10, 2025, 4:34:40 PM PST",Entertainment,youtube_analysis_20250228_043004_patterns.csv
290,trending,viral,"Feb 10, 2025, 4:33:39 PM PST",Shorts,youtube_analysis_20250228_043004_patterns.csv
290,trending,shorts,"Feb 10, 2025, 4:33:39 PM PST",Shorts,youtube_analysis_20250228_043004_patterns.csv
293,community,vs,"Feb 10, 2025, 4:33:29 PM PST",Sports,youtube_analysis_20250228_043004_patterns.csv
294,series,#\d+,"Feb 10, 2025, 4:33:28 PM PST",Technology,youtube_analysis_20250228_043004_patterns.csv
298,trending,shorts,"Feb 10, 2025, 4:33:26 PM PST",Shorts,youtube_analysis_20250228_043004_patterns.csv
300,trending,shorts,"Feb 10, 2025, 4:31:36 PM PST",Shorts,youtube_analysis_20250228_043004_patterns.csv
304,trending,shorts,"Feb 10, 2025, 4:31:32 PM PST",Gaming,youtube_analysis_20250228_043004_patterns.csv
308,trending,shorts,"Feb 10, 2025, 4:31:29 PM PST",Gaming,youtube_analysis_20250228_043004_patterns.csv
309,trending,new,"Rosé’s and Bruno Mars Hilarious Promo Story - Rosie, New Album, APT, Jake Shane",Comedy,youtube_analysis_20250228_043004_patterns.csv
309,monetization,promo,"Rosé’s and Bruno Mars Hilarious Promo Story - Rosie, New Album, APT, Jake Shane",Comedy,youtube_analysis_20250228_043004_patterns.csv
311,community,with,"Feb 10, 2025, 4:30:39 PM PST",Tutorial,youtube_analysis_20250228_043004_patterns.csv
312,community,with,"Feb 10, 2025, 4:30:38 PM PST",News,youtube_analysis_20250228_043004_patterns.csv
314,trending,shorts,"Feb 10, 2025, 4:28:03 PM PST",Comedy,youtube_analysis_20250228_043004_patterns.csv
315,trending,viral,"Feb 10, 2025, 4:26:54 PM PST",Shorts,youtube_analysis_20250228_043004_patterns.csv
315,trending,shorts,"Feb 10, 2025, 4:26:54 PM PST",Shorts,youtube_analysis_20250228_043004_patterns.csv
331,community,ft\.,"Feb 10, 2025, 11:31:25 AM PST",Music,youtube_analysis_20250228_043004_patterns.csv
335,community,with,"Feb 10, 2025, 11:13:24 AM PST",Music,youtube_analysis_20250228_043004_patterns.csv
336,community,ft\.,"Feb 10, 2025, 11:09:18 AM PST",Music,youtube_analysis_20250228_043004_patterns.csv
337,community,feat,Martin Garrix feat. Bonn - No Sleep (Official Video),Music,youtube_analysis_20250228_043004_patterns.csv
339,community,with,"Feb 10, 2025, 10:53:22 AM PST",Music,youtube_analysis_20250228_043004_patterns.csv
341,community,ft\.,"Feb 10, 2025, 10:46:09 AM PST",Music,youtube_analysis_20250228_043004_patterns.csv
342,monetization,ad\b,"Feb 10, 2025, 10:44:58 AM PST",Entertainment,youtube_analysis_20250228_043004_patterns.csv
350,community,ft\.,"Feb 10, 2025, 10:35:28 AM PST",Music,youtube_analysis_20250228_043004_patterns.csv
351,community,ft\.,"Feb 10, 2025, 10:32:39 AM PST",Music,youtube_analysis_20250228_043004_patterns.csv
352,community,feat,Martin Garrix feat. Bonn - High On Life (Official Video),Music,youtube_analysis_20250228_043004_patterns.csv
354,community,ft\.,"Feb 10, 2025, 10:21:33 AM PST",Music,youtube_analysis_20250228_043004_patterns.csv
355,trending,new,Julian Goldie Agency,Technology,youtube_analysis_20250228_043004_patterns.csv
356,trending,shorts,"Feb 10, 2025, 10:08:51 AM PST",Shorts,youtube_analysis_20250228_043004_patterns.csv
361,monetization,ad\b,"Feb 10, 2025, 10:02:46 AM PST",Comedy,youtube_analysis_20250228_043004_patterns.csv
367,trending,shorts,"Feb 10, 2025, 9:56:32 AM PST",Shorts,youtube_analysis_20250228_043004_patterns.csv
374,community,feat,Dzeko & Torres - L'Amour Toujours feat. Delaney Jane (Tiësto Edit) [Official Lyric Video],Music,youtube_analysis_20250228_043004_patterns.csv
376,community,feat,Martin Garrix feat. Usher - 'Don't Look Down' (Towel Boy) [Official Music Video YTMAs],Music,youtube_analysis_20250228_043004_patterns.csv
379,trending,viral,"Feb 10, 2025, 9:34:54 AM PST",Shorts,youtube_analysis_20250228_043004_patterns.csv
379,trending,shorts,"Feb 10, 2025, 9:34:54 AM PST",Shorts,youtube_analysis_20250228_043004_patterns.csv
382,community,ft\.,"Feb 10, 2025, 9:30:01 AM PST",Music,youtube_analysis_20250228_043004_patterns.csv
384,community,with,"Sometime in the fall of 2021, Andrew Krapivin, an undergraduate at Rutgers University, encountered a paper that would change his life. At the time, Krapivin didn’t give it much thought. But two years later, when he finally set aside time to go through the paper (“just for fun,” as he put it), his efforts would lead to a rethinking of a widely used tool in computer science.
 
The paper’s title, “Tiny Pointers,” referred to arrowlike entities that can direct you to a piece of information, or element, in a computer’s memory. Krapivin soon came up with a potential way to further miniaturize the pointers so they consumed less memory. However, to achieve that, he needed a better way of organizing the data that the pointers would point to. 
 
He turned to a common approach for storing data known as a hash table. But in the midst of his tinkering, Krapivin realized that he had invented a new kind of hash table, one that worked faster than expected — taking less time and fewer steps to find specific elements.
 
Martín Farach-Colton, a co-author of the “Tiny Pointers” paper and Krapivin’s former professor at Rutgers, was initially skeptical of Krapivin’s new design. Hash tables are among the most thoroughly studied data structures in all of computer science; the advance sounded too good to be true.  But just to be sure, he asked a frequent collaborator (and a “Tiny Pointers” co-author), William Kuszmaul of Carnegie Mellon University, to check out his student’s invention. Kuszmaul had a different reaction. “You didn’t just come up with a cool hash table,” he remembers telling Krapivin. “You’ve actually completely wiped out a 40-year-old conjecture!”  
 
Together, Krapivin (now a graduate student at the University of Cambridge), Farach-Colton (now at New York University) and Kuszmaul demonstrated in a January 2025 paper that this new hash table can indeed find elements faster than was considered possible. ln so doing, they had disproved a conjecture long held to be true.
  
⬆️⬅️↗️⬇️ Read the full story: https://www.quantamagazine.org/undergraduate-upends-a-40-year-old-data-science-conjecture-20250210/

🎨 Credit: 
1: Nash Weerasekera for Quanta Magazine
2: Philipp Ammon for Quanta Magazine",Technology,youtube_analysis_20250228_043004_patterns.csv
384,community,collab,"Sometime in the fall of 2021, Andrew Krapivin, an undergraduate at Rutgers University, encountered a paper that would change his life. At the time, Krapivin didn’t give it much thought. But two years later, when he finally set aside time to go through the paper (“just for fun,” as he put it), his efforts would lead to a rethinking of a widely used tool in computer science.
 
The paper’s title, “Tiny Pointers,” referred to arrowlike entities that can direct you to a piece of information, or element, in a computer’s memory. Krapivin soon came up with a potential way to further miniaturize the pointers so they consumed less memory. However, to achieve that, he needed a better way of organizing the data that the pointers would point to. 
 
He turned to a common approach for storing data known as a hash table. But in the midst of his tinkering, Krapivin realized that he had invented a new kind of hash table, one that worked faster than expected — taking less time and fewer steps to find specific elements.
 
Martín Farach-Colton, a co-author of the “Tiny Pointers” paper and Krapivin’s former professor at Rutgers, was initially skeptical of Krapivin’s new design. Hash tables are among the most thoroughly studied data structures in all of computer science; the advance sounded too good to be true.  But just to be sure, he asked a frequent collaborator (and a “Tiny Pointers” co-author), William Kuszmaul of Carnegie Mellon University, to check out his student’s invention. Kuszmaul had a different reaction. “You didn’t just come up with a cool hash table,” he remembers telling Krapivin. “You’ve actually completely wiped out a 40-year-old conjecture!”  
 
Together, Krapivin (now a graduate student at the University of Cambridge), Farach-Colton (now at New York University) and Kuszmaul demonstrated in a January 2025 paper that this new hash table can indeed find elements faster than was considered possible. ln so doing, they had disproved a conjecture long held to be true.
  
⬆️⬅️↗️⬇️ Read the full story: https://www.quantamagazine.org/undergraduate-upends-a-40-year-old-data-science-conjecture-20250210/

🎨 Credit: 
1: Nash Weerasekera for Quanta Magazine
2: Philipp Ammon for Quanta Magazine",Technology,youtube_analysis_20250228_043004_patterns.csv
384,monetization,ad\b,"Sometime in the fall of 2021, Andrew Krapivin, an undergraduate at Rutgers University, encountered a paper that would change his life. At the time, Krapivin didn’t give it much thought. But two years later, when he finally set aside time to go through the paper (“just for fun,” as he put it), his efforts would lead to a rethinking of a widely used tool in computer science.
 
The paper’s title, “Tiny Pointers,” referred to arrowlike entities that can direct you to a piece of information, or element, in a computer’s memory. Krapivin soon came up with a potential way to further miniaturize the pointers so they consumed less memory. However, to achieve that, he needed a better way of organizing the data that the pointers would point to. 
 
He turned to a common approach for storing data known as a hash table. But in the midst of his tinkering, Krapivin realized that he had invented a new kind of hash table, one that worked faster than expected — taking less time and fewer steps to find specific elements.
 
Martín Farach-Colton, a co-author of the “Tiny Pointers” paper and Krapivin’s former professor at Rutgers, was initially skeptical of Krapivin’s new design. Hash tables are among the most thoroughly studied data structures in all of computer science; the advance sounded too good to be true.  But just to be sure, he asked a frequent collaborator (and a “Tiny Pointers” co-author), William Kuszmaul of Carnegie Mellon University, to check out his student’s invention. Kuszmaul had a different reaction. “You didn’t just come up with a cool hash table,” he remembers telling Krapivin. “You’ve actually completely wiped out a 40-year-old conjecture!”  
 
Together, Krapivin (now a graduate student at the University of Cambridge), Farach-Colton (now at New York University) and Kuszmaul demonstrated in a January 2025 paper that this new hash table can indeed find elements faster than was considered possible. ln so doing, they had disproved a conjecture long held to be true.
  
⬆️⬅️↗️⬇️ Read the full story: https://www.quantamagazine.org/undergraduate-upends-a-40-year-old-data-science-conjecture-20250210/

🎨 Credit: 
1: Nash Weerasekera for Quanta Magazine
2: Philipp Ammon for Quanta Magazine",Technology,youtube_analysis_20250228_043004_patterns.csv
384,trending,new,"Sometime in the fall of 2021, Andrew Krapivin, an undergraduate at Rutgers University, encountered a paper that would change his life. At the time, Krapivin didn’t give it much thought. But two years later, when he finally set aside time to go through the paper (“just for fun,” as he put it), his efforts would lead to a rethinking of a widely used tool in computer science.
 
The paper’s title, “Tiny Pointers,” referred to arrowlike entities that can direct you to a piece of information, or element, in a computer’s memory. Krapivin soon came up with a potential way to further miniaturize the pointers so they consumed less memory. However, to achieve that, he needed a better way of organizing the data that the pointers would point to. 
 
He turned to a common approach for storing data known as a hash table. But in the midst of his tinkering, Krapivin realized that he had invented a new kind of hash table, one that worked faster than expected — taking less time and fewer steps to find specific elements.
 
Martín Farach-Colton, a co-author of the “Tiny Pointers” paper and Krapivin’s former professor at Rutgers, was initially skeptical of Krapivin’s new design. Hash tables are among the most thoroughly studied data structures in all of computer science; the advance sounded too good to be true.  But just to be sure, he asked a frequent collaborator (and a “Tiny Pointers” co-author), William Kuszmaul of Carnegie Mellon University, to check out his student’s invention. Kuszmaul had a different reaction. “You didn’t just come up with a cool hash table,” he remembers telling Krapivin. “You’ve actually completely wiped out a 40-year-old conjecture!”  
 
Together, Krapivin (now a graduate student at the University of Cambridge), Farach-Colton (now at New York University) and Kuszmaul demonstrated in a January 2025 paper that this new hash table can indeed find elements faster than was considered possible. ln so doing, they had disproved a conjecture long held to be true.
  
⬆️⬅️↗️⬇️ Read the full story: https://www.quantamagazine.org/undergraduate-upends-a-40-year-old-data-science-conjecture-20250210/

🎨 Credit: 
1: Nash Weerasekera for Quanta Magazine
2: Philipp Ammon for Quanta Magazine",Technology,youtube_analysis_20250228_043004_patterns.csv
393,community,with,"Feb 10, 2025, 9:01:17 AM PST",Entertainment,youtube_analysis_20250228_043004_patterns.csv
396,trending,shorts,"Feb 10, 2025, 8:59:21 AM PST",Shorts,youtube_analysis_20250228_043004_patterns.csv
402,trending,shorts,"Feb 10, 2025, 8:41:04 AM PST",Comedy,youtube_analysis_20250228_043004_patterns.csv
404,trending,shorts,"Feb 10, 2025, 8:39:23 AM PST",Comedy,youtube_analysis_20250228_043004_patterns.csv
404,monetization,ad\b,"Feb 10, 2025, 8:39:23 AM PST",Comedy,youtube_analysis_20250228_043004_patterns.csv
408,series,series,"Feb 10, 2025, 8:22:58 AM PST",Entertainment,youtube_analysis_20250228_043004_patterns.csv
408,series,season,"Feb 10, 2025, 8:22:58 AM PST",Entertainment,youtube_analysis_20250228_043004_patterns.csv
411,community,feat,"Feb 10, 2025, 7:45:26 AM PST",Music,youtube_analysis_20250228_043004_patterns.csv
420,community,feat,"Feb 10, 2025, 7:10:23 AM PST",Music,youtube_analysis_20250228_043004_patterns.csv
422,trending,viral,"Feb 9, 2025, 7:27:16 PM PST",Shorts,youtube_analysis_20250228_043004_patterns.csv
422,trending,shorts,"Feb 9, 2025, 7:27:16 PM PST",Shorts,youtube_analysis_20250228_043004_patterns.csv
425,trending,new,"Feb 9, 2025, 7:27:14 PM PST",Podcast,youtube_analysis_20250228_043004_patterns.csv
426,trending,shorts,"Feb 9, 2025, 7:27:13 PM PST",Shorts,youtube_analysis_20250228_043004_patterns.csv
427,trending,trend(?:ing)?,"Feb 9, 2025, 7:27:12 PM PST",Shorts,youtube_analysis_20250228_043004_patterns.csv
427,trending,shorts,"Feb 9, 2025, 7:27:12 PM PST",Shorts,youtube_analysis_20250228_043004_patterns.csv
428,trending,shorts,"Feb 9, 2025, 7:25:49 PM PST",Comedy,youtube_analysis_20250228_043004_patterns.csv
429,trending,shorts,"Feb 9, 2025, 7:25:48 PM PST",Sports,youtube_analysis_20250228_043004_patterns.csv
430,trending,shorts,"Feb 9, 2025, 7:25:47 PM PST",Shorts,youtube_analysis_20250228_043004_patterns.csv
435,trending,shorts,"Feb 9, 2025, 7:24:33 PM PST",Shorts,youtube_analysis_20250228_043004_patterns.csv
437,trending,shorts,"Feb 9, 2025, 7:24:30 PM PST",Shorts,youtube_analysis_20250228_043004_patterns.csv
438,trending,shorts,"Feb 9, 2025, 7:24:30 PM PST",Shorts,youtube_analysis_20250228_043004_patterns.csv
440,trending,shorts,"Feb 9, 2025, 7:23:25 PM PST",Shorts,youtube_analysis_20250228_043004_patterns.csv
441,trending,challenge,"Feb 9, 2025, 7:23:25 PM PST",Sports,youtube_analysis_20250228_043004_patterns.csv
442,trending,shorts,"Feb 9, 2025, 7:23:24 PM PST",Gaming,youtube_analysis_20250228_043004_patterns.csv
443,trending,shorts,"Feb 9, 2025, 7:21:44 PM PST",Comedy,youtube_analysis_20250228_043004_patterns.csv
447,community,with,"Feb 9, 2025, 5:30:26 PM PST",Education,youtube_analysis_20250228_043004_patterns.csv
448,trending,shorts,"Feb 9, 2025, 5:30:04 PM PST",Shorts,youtube_analysis_20250228_043004_patterns.csv
449,trending,shorts,"Feb 9, 2025, 5:29:45 PM PST",Shorts,youtube_analysis_20250228_043004_patterns.csv
457,trending,shorts,"Feb 9, 2025, 5:23:23 PM PST",Shorts,youtube_analysis_20250228_043004_patterns.csv
458,trending,shorts,"Feb 9, 2025, 5:23:23 PM PST",Shorts,youtube_analysis_20250228_043004_patterns.csv
459,trending,shorts,"Feb 9, 2025, 5:23:22 PM PST",Shorts,youtube_analysis_20250228_043004_patterns.csv
462,trending,viral,"Feb 9, 2025, 5:16:53 PM PST",Shorts,youtube_analysis_20250228_043004_patterns.csv
462,trending,shorts,"Feb 9, 2025, 5:16:53 PM PST",Shorts,youtube_analysis_20250228_043004_patterns.csv
463,trending,shorts,"Feb 9, 2025, 5:15:47 PM PST",Shorts,youtube_analysis_20250228_043004_patterns.csv
463,trending,viral,"Feb 9, 2025, 5:15:47 PM PST",Shorts,youtube_analysis_20250228_043004_patterns.csv
464,trending,shorts,"Feb 9, 2025, 5:15:40 PM PST",Tutorial,youtube_analysis_20250228_043004_patterns.csv
