video_id,title,watched_at,primary_category,detailed_type,sentiment,sentiment_score,primary_format,primary_purpose,style,confidence,source_file
18019,How to sound like SHASHI THAROOR... 🇮🇳 #shashitharoor  #jayteacher,"Jul 1, 2024, 7:38:20 PM PST",Tutorial,,NEGATIVE,0.960859477519989,tutorial,education,"informative,funny,professional,dramatic,serious,casual",0.8784574270248413,youtube_analysis_20250303_022941_main.csv
18020,JAPAN is a really SAFE country but....😥 #shorts,"Jul 1, 2024, 7:37:48 PM PST",Shorts,,NEGATIVE,0.9629898071289062,reaction,information,"funny,dramatic,casual,informative,personal",0.9786481857299805,youtube_analysis_20250303_022941_main.csv
18021,Wind Speed On Different Planets 💀!! #shorts #space #nasa #universe #science #edits,"Jul 1, 2024, 7:37:17 PM PST",Shorts,,POSITIVE,0.9817925095558167,news,information,"funny,dramatic,informative,casual",0.9565532803535461,youtube_analysis_20250303_022941_main.csv
18022,I was amazed that How Dumb Indian's are? | Rana Daggubati,"Jul 1, 2024, 7:36:31 PM PST",Sports,,NEGATIVE,0.9968357682228088,news,analysis,"dramatic,serious,funny",0.1459999978542328,youtube_analysis_20250303_022941_main.csv
18023,Job Interview Negotiation,"Jul 1, 2024, 7:35:36 PM PST",Shorts,,NEGATIVE,0.8999629020690918,guide,unknown,"informative,professional,serious,dramatic",0.050064027309417725,youtube_analysis_20250303_022941_main.csv
18024,Goku Takes Off His Weighted Clothes And Shocks Everyone | Dragon Ball #shorts,"Jul 1, 2024, 7:34:35 PM PST",Entertainment,,POSITIVE,0.9974883794784546,reaction,storytelling,"dramatic,funny,informative,personal",0.9654586315155029,youtube_analysis_20250303_022941_main.csv
18025,Jupiter at 4 am #space#jupiter#planet#astronomylove#vira#shortsvideo#shorts,"Jul 1, 2024, 7:34:23 PM PST",Shorts,,NEGATIVE,0.9867991805076599,reaction,information,"casual,funny,dramatic,informative",0.9850901961326599,youtube_analysis_20250303_022941_main.csv
18026,#shorts #programming #coding #css #html #javascript #ui #ux #design #programmers,"Jul 1, 2024, 7:34:21 PM PST",Shorts,,NEGATIVE,0.9896406531333923,unknown,unknown,"casual,funny",0.9964330792427063,youtube_analysis_20250303_022941_main.csv
18027,Bank Robbery Part 1 🥷🏾#therookie,"Jul 1, 2024, 7:34:16 PM PST",Tutorial,,NEGATIVE,0.8963381052017212,tutorial,entertainment,"dramatic,funny,informative,serious",0.18546849489212036,youtube_analysis_20250303_022941_main.csv
18028,You’ve Never Seen A Race Like This 🚀,"Jul 1, 2024, 7:33:45 PM PST",Sports,,POSITIVE,0.9880009293556213,news,storytelling,"dramatic,funny,informative,serious",0.7795576453208923,youtube_analysis_20250303_022941_main.csv
18029,1 Minute to Name all Languages from A to Z,"Jul 1, 2024, 7:32:31 PM PST",Tutorial,,NEGATIVE,0.8981772065162659,guide,information,"serious,informative,dramatic,professional",0.07892964780330658,youtube_analysis_20250303_022941_main.csv
18030,HOW TO BURN & SEASON A WOK #SHORTS,"Jul 1, 2024, 7:31:30 PM PST",Shorts,,NEGATIVE,0.992833137512207,guide,information,"informative,professional,dramatic,funny",0.9743553996086121,youtube_analysis_20250303_022941_main.csv
18031,Bomb Squad Shuts Down The Street Because Of Us,"Jul 1, 2024, 7:30:31 PM PST",News,,NEGATIVE,0.9984690546989441,reaction,information,"serious,dramatic,personal,informative,funny",0.4313712418079376,youtube_analysis_20250303_022941_main.csv
18032,What it takes #motivation,"Jul 1, 2024, 7:30:27 PM PST",Podcast,,NEGATIVE,0.5196661353111267,guide,unknown,"informative,serious,dramatic,personal",0.06591619551181793,youtube_analysis_20250303_022941_main.csv
18033,“That’s Your Loss”: Andrew Garfield’s Philosophy on Haters,"Jul 1, 2024, 7:30:05 PM PST",Podcast,,NEGATIVE,0.9977211356163025,commentary,analysis,"informative,serious,funny,dramatic",0.17929697036743164,youtube_analysis_20250303_022941_main.csv
18034,Recreating the nuclear explosion from Oppenheimer #shorts,"Jul 1, 2024, 7:30:03 PM PST",Shorts,,NEGATIVE,0.8536141514778137,reaction,storytelling,"casual,dramatic,funny,informative",0.99322909116745,youtube_analysis_20250303_022941_main.csv
18035,https://www.youtube.com/watch?v=dgc4T-1Fp50,"Jul 1, 2024, 7:29:13 PM PST",Entertainment,,NEGATIVE,0.9250984787940979,reaction,information,"informative,funny,dramatic,serious,professional,casual",0.7490745186805725,youtube_analysis_20250303_022941_main.csv
18036,Zack Tyree: Choose Positivity - Motivational Short,"Jul 1, 2024, 7:28:45 PM PST",Shorts,,NEGATIVE,0.9845127463340759,guide,information,"informative,professional,personal,serious",0.9901942014694214,youtube_analysis_20250303_022941_main.csv
18037,Is This Even Possible?! 😳,"Jul 1, 2024, 7:28:40 PM PST",Technology,,NEGATIVE,0.9867624640464783,reaction,comedy,"dramatic,funny,serious,personal",0.39910954236984253,youtube_analysis_20250303_022941_main.csv
18038,Never Ignore Someone’s Advice 🫢 (@wimbledon),"Jul 1, 2024, 7:28:19 PM PST",Sports,,POSITIVE,0.9972405433654785,guide,information,"informative,serious,funny,dramatic,professional",0.8536913394927979,youtube_analysis_20250303_022941_main.csv
18039,womp womp…💀,"Jul 1, 2024, 7:28:05 PM PST",Comedy,,NEGATIVE,0.997628390789032,reaction,comedy,"dramatic,personal,casual",0.6119973659515381,youtube_analysis_20250303_022941_main.csv
18040,What If Earth Stopped Spinning? 🌍🌀 #space #universe #astronomy,"Jul 1, 2024, 7:27:31 PM PST",Tutorial,,NEGATIVE,0.9980722665786743,commentary,information,"funny,dramatic,informative,serious",0.2187195122241974,youtube_analysis_20250303_022941_main.csv
18041,ELITE Powerlifter ANATOLY Pretends to be CLEANER in GYM #anatoly #fitness #gym,"Jul 1, 2024, 7:26:01 PM PST",Sports,,NEGATIVE,0.9987421631813049,reaction,information,"funny,dramatic,informative,professional",0.9956172704696655,youtube_analysis_20250303_022941_main.csv
18042,The Biggest Purchase In Walmart History!,"Jul 1, 2024, 7:25:53 PM PST",News,,POSITIVE,0.9991422891616821,news,information,"dramatic,informative,serious,funny,professional",0.9486972093582153,youtube_analysis_20250303_022941_main.csv
18043,Start vs End #rdr2,"Jul 1, 2024, 7:25:32 PM PST",Technology,,NEGATIVE,0.8402481079101562,reaction,information,"dramatic,informative,serious,funny,professional",0.42775821685791016,youtube_analysis_20250303_022941_main.csv
18044,https://www.youtube.com/watch?v=zElwIzsUYmI,"Jul 1, 2024, 7:25:15 PM PST",Entertainment,,NEGATIVE,0.9527922868728638,reaction,information,"informative,funny,dramatic,serious,professional",0.7503408789634705,youtube_analysis_20250303_022941_main.csv
18045,https://www.youtube.com/watch?v=JtjBGAnAgGE,"Jul 1, 2024, 7:24:34 PM PST",Entertainment,,NEGATIVE,0.9634161591529846,reaction,information,"informative,funny,dramatic,serious,professional",0.7499303221702576,youtube_analysis_20250303_022941_main.csv
18046,https://www.youtube.com/watch?v=Mu_PxIcX9vE,"Jul 1, 2024, 7:24:27 PM PST",Entertainment,,NEGATIVE,0.9588066339492798,reaction,information,"informative,funny,dramatic,serious,professional",0.7666347026824951,youtube_analysis_20250303_022941_main.csv
18047,Zendaya's Reaction To Tom Holland's Lip Sync Battle Performance,"Jul 1, 2024, 7:24:01 PM PST",Entertainment,,POSITIVE,0.9866001009941101,reaction,information,"dramatic,funny,informative,personal,serious",0.9261457324028015,youtube_analysis_20250303_022941_main.csv
18048,Indians are ALWAYS late,"Jul 1, 2024, 7:23:39 PM PST",Sports,,NEGATIVE,0.9977262616157532,commentary,information,"informative,serious,dramatic,personal,funny",0.6468253135681152,youtube_analysis_20250303_022941_main.csv
18049,we could just blame the mole people at that point 🕳️🌎,"Jul 1, 2024, 7:22:51 PM PST",Comedy,,NEGATIVE,0.9989994168281555,reaction,information,"funny,dramatic,informative,serious",0.1855074167251587,youtube_analysis_20250303_022941_main.csv
18050,A mom fulfilled her son's dream😌 #movie #series,"Jul 1, 2024, 7:21:51 PM PST",Entertainment,,POSITIVE,0.9931868314743042,reaction,entertainment,"dramatic,funny,informative",0.9191956520080566,youtube_analysis_20250303_022941_main.csv
18051,Real Life Use of Tensegrity 🤯😱 | Study Motivation Status #motivation #study #physics #science,"Jul 1, 2024, 7:20:28 PM PST",News,,POSITIVE,0.9691082835197449,news,information,"funny,informative,serious,dramatic",0.0028826554771512747,youtube_analysis_20250303_022941_main.csv
18052,Aliminium Wire Cut,"Jul 1, 2024, 7:20:14 PM PST",Technology,,NEGATIVE,0.9867851138114929,guide,information,"dramatic,serious,informative,professional",0.8399205803871155,youtube_analysis_20250303_022941_main.csv
18053,We've got excited about the future..🍃🍁Elon musk status 🍁 #inspirationalquotes#motivation#elonmusk,"Jul 1, 2024, 7:19:47 PM PST",Technology,,POSITIVE,0.9983704686164856,news,unknown,"informative,dramatic,funny",0.5481255650520325,youtube_analysis_20250303_022941_main.csv
18054,WEARING vs STYLING! 😨 What do you think of this tuck-in method? Subscribe for #fashion #style,"Jul 1, 2024, 7:19:34 PM PST",Podcast,,NEGATIVE,0.9966991543769836,commentary,information,"informative,funny,dramatic,serious",0.18787391483783722,youtube_analysis_20250303_022941_main.csv
18055,Practicing headshots into the water,"Jul 1, 2024, 7:19:18 PM PST",Sports,,POSITIVE,0.6936922073364258,gameplay,entertainment,"professional,dramatic,informative,serious,funny",0.8627810478210449,youtube_analysis_20250303_022941_main.csv
18056,He Has Ascended,"Jul 1, 2024, 7:19:08 PM PST",Technology,,POSITIVE,0.9986985921859741,news,information,"dramatic,professional,informative,serious,personal,funny",0.47744110226631165,youtube_analysis_20250303_022941_main.csv
18057,Why Is Space Dark Even with the Sun? #space #sun,"Jul 1, 2024, 7:18:52 PM PST",Tutorial,,NEGATIVE,0.9885179996490479,commentary,information,"informative,serious,funny,dramatic",0.2643176317214966,youtube_analysis_20250303_022941_main.csv
18058,SPEEDRUNNING SANDTRIS (again again again) (fr fr),"Jul 1, 2024, 7:17:58 PM PST",Sports,,NEGATIVE,0.9585223197937012,review,information,"dramatic,serious,informative,funny,professional",0.9696274995803833,youtube_analysis_20250303_022941_main.csv
18059,Samsung mobile phone screen quality displa samsung mobile phone digital s22ultra s23ultra #s24ultra,"Jul 1, 2024, 7:17:48 PM PST",Technology,,NEGATIVE,0.9933249354362488,review,information,"dramatic,informative,serious,funny",0.9728257060050964,youtube_analysis_20250303_022941_main.csv
18060,Saturn and Neptune collide.,"Jul 1, 2024, 7:17:22 PM PST",Entertainment,,POSITIVE,0.9073289036750793,reaction,information,"dramatic,serious,informative,funny",0.09897802025079727,youtube_analysis_20250303_022941_main.csv
18061,(Katana cutting) 앉아서 발도술 올려베었으나 가만히 서있는 짚단 #발도술,"Jul 1, 2024, 7:17:10 PM PST",Tutorial,,NEGATIVE,0.9208664298057556,reaction,information,"informative,dramatic,serious,funny,professional,personal",0.25402504205703735,youtube_analysis_20250303_022941_main.csv
18062,Proper crossing of the road in Japan 🚶 #shorts,"Jul 1, 2024, 7:16:49 PM PST",Shorts,,POSITIVE,0.9919518232345581,guide,information,"professional,dramatic,informative,funny",0.9830589890480042,youtube_analysis_20250303_022941_main.csv
18063,https://www.youtube.com/watch?v=6wWkS-riug4,"Jul 1, 2024, 7:16:35 PM PST",Entertainment,,NEGATIVE,0.9770652055740356,reaction,information,"informative,funny,dramatic,serious,professional",0.7363912463188171,youtube_analysis_20250303_022941_main.csv
18064,https://www.youtube.com/watch?v=uijDfkfDK-k,"Jul 1, 2024, 7:15:58 PM PST",Entertainment,,NEGATIVE,0.953778862953186,reaction,information,"informative,funny,dramatic,serious,professional",0.7394079566001892,youtube_analysis_20250303_022941_main.csv
18065,Technique matters 🔥 #swimming,"Jul 1, 2024, 7:15:46 PM PST",Sports,,POSITIVE,0.99443519115448,guide,unknown,"informative,serious,dramatic",0.9787301421165466,youtube_analysis_20250303_022941_main.csv
18066,I GOT VIOLATED  #valorant #valorantclips #valorantgaming #val #gaming #valorantedit #valorantph,"Jul 1, 2024, 7:15:33 PM PST",Gaming,Gameplay,NEGATIVE,0.9963489770889282,gameplay,entertainment,"dramatic,personal,serious,informative,funny",0.9656394124031067,youtube_analysis_20250303_022941_main.csv
18067,Secret of a strong grip 🤫 #calisthenics #bodyweighttraining #fitness #gripstrength #pullups #dips,"Jul 1, 2024, 7:14:34 PM PST",Sports,,NEGATIVE,0.8699938058853149,guide,information,"informative,funny",0.7252867817878723,youtube_analysis_20250303_022941_main.csv
18068,The Scarlet Witch remembers me at Avengers Campus! 🥹,"Jul 1, 2024, 7:14:05 PM PST",Entertainment,,POSITIVE,0.9973241090774536,reaction,information,"personal,funny,dramatic,informative,serious",0.17655424773693085,youtube_analysis_20250303_022941_main.csv
18069,I guess Verstappen is joining Ferrari...,"Jul 1, 2024, 7:13:34 PM PST",News,,POSITIVE,0.8724979758262634,news,information,"dramatic,informative,professional,serious,funny",0.9911280274391174,youtube_analysis_20250303_022941_main.csv
18070,Worlds Smoothest Swimmer 🏊‍♂️ (@jamesgibson___),"Jul 1, 2024, 7:12:56 PM PST",Sports,,POSITIVE,0.9986087679862976,news,information,"professional,informative,dramatic,funny,serious",0.988140344619751,youtube_analysis_20250303_022941_main.csv
18071,INSANE FPV Racing Drone Launch (🎥: @MCKFPV),"Jul 1, 2024, 7:12:41 PM PST",Technology,,NEGATIVE,0.9811754822731018,news,entertainment,"dramatic,funny,informative",0.9444215297698975,youtube_analysis_20250303_022941_main.csv
18072,31 ans plus tard à la fontaine de Trévi,"Jul 1, 2024, 7:12:33 PM PST",Technology,,POSITIVE,0.898540735244751,reaction,information,"dramatic,serious,informative,funny,professional",0.8208233118057251,youtube_analysis_20250303_022941_main.csv
18073,Must Hear Pro Marriage Tip!,Must Hear Pro Marriage Tip!,News,,NEGATIVE,0.8409728407859802,news,information,"informative,serious,professional,dramatic",0.7396509051322937,youtube_analysis_20250303_022941_main.csv
18074,isn't it like that ?,"Jul 1, 2024, 7:10:56 PM PST",Reviews,,POSITIVE,0.90384840965271,guide,information,"informative,dramatic,professional,serious,casual,funny",0.39086323976516724,youtube_analysis_20250303_022941_main.csv
18075,Why springs are NOT made from Ｉ-beams,"Jul 1, 2024, 7:10:40 PM PST",Tutorial,,NEGATIVE,0.9851726293563843,commentary,information,"informative,serious,dramatic,funny,personal,professional",0.68243008852005,youtube_analysis_20250303_022941_main.csv
18076,#bro #breaking #physics #rules #friction #rotation #energy #shortsfeed #shorts #vyasedification #yt,"Jul 1, 2024, 7:10:06 PM PST",Shorts,,NEGATIVE,0.9850203990936279,news,unknown,"dramatic,funny,serious,informative",0.9453439712524414,youtube_analysis_20250303_022941_main.csv
18077,The curve on this one!,"Jul 1, 2024, 7:09:59 PM PST",Technology,,POSITIVE,0.9949231743812561,guide,information,"dramatic,funny,informative,serious,professional,personal,casual",0.46037742495536804,youtube_analysis_20250303_022941_main.csv
18078,.01 😳 (via @alnlorenzo/TT) #shorts,"Jul 1, 2024, 7:09:43 PM PST",Shorts,,NEGATIVE,0.9967219233512878,reaction,information,"funny,dramatic,casual,personal,informative",0.9880400896072388,youtube_analysis_20250303_022941_main.csv
18079,Federer’s GIFT to Jordan 🎁,"Jul 1, 2024, 7:09:23 PM PST",Sports,,POSITIVE,0.9994138479232788,news,entertainment,"funny,dramatic,informative,professional,personal,serious",0.9953210353851318,youtube_analysis_20250303_022941_main.csv
18080,Modo Festival. Brought to you by YouTube Shorts. #PesoPlumaVinoTinto,"Jul 1, 2024, 7:08:44 PM PST",Entertainment,,NEGATIVE,0.8755162954330444,guide,entertainment,"informative,funny,dramatic,professional,casual",0.9598529934883118,youtube_analysis_20250303_022941_main.csv
18081,For the Male Audience,"Jul 1, 2024, 7:08:18 PM PST",Entertainment,,POSITIVE,0.9758110046386719,guide,information,"informative,serious,dramatic,professional,funny,personal",0.8761463761329651,youtube_analysis_20250303_022941_main.csv
18082,POV : PERFECT TIMING 😂 #snowboarding #wintersports #ski #snowboard,Gian Marco,Sports,,POSITIVE,0.9983581900596619,commentary,entertainment,"funny,informative,dramatic,professional",0.9959671497344971,youtube_analysis_20250303_022941_main.csv
18083,Top Speed #top #speed #football #soccer #foryou #best #motivation #топ #workout #world #soccer,"Jul 1, 2024, 7:07:52 PM PST",Sports,,POSITIVE,0.9882519841194153,guide,unknown,"informative,dramatic,professional,funny",0.9942020773887634,youtube_analysis_20250303_022941_main.csv
18084,Here’s how we created this photo! Video/photo is all done by @liquidverve ❤️✨#portrait #spiderman,"Jul 1, 2024, 7:07:35 PM PST",Entertainment,,NEGATIVE,0.9930878281593323,guide,entertainment,"professional,informative,funny,dramatic,personal",0.4503592848777771,youtube_analysis_20250303_022941_main.csv
18085,Love their reactions 🇬🇷🫡#reaction #calisthenics,"Jul 1, 2024, 7:07:21 PM PST",Sports,,POSITIVE,0.999363124370575,reaction,entertainment,"funny,informative,dramatic",0.30273857712745667,youtube_analysis_20250303_022941_main.csv
18086,CELEBRITIES WHO PLAY TRICKS ON PAPARAZZI #shorts,"Jul 1, 2024, 7:06:24 PM PST",Shorts,,NEGATIVE,0.9599056839942932,news,comedy,"informative,funny,casual,dramatic,personal",0.9790361523628235,youtube_analysis_20250303_022941_main.csv
18087,Roya Re,"Jul 1, 2024, 2:23:28 PM PST",Reviews,,POSITIVE,0.9929177761077881,reaction,information,"professional,informative,personal,dramatic,serious,funny,casual",0.8007186651229858,youtube_analysis_20250303_022941_main.csv
18088,YAHIN HOON MAIN,"Jul 1, 2024, 2:19:30 PM PST",Music,Official Music Video,POSITIVE,0.696953535079956,unknown,unknown,,0.6802729368209839,youtube_analysis_20250303_022941_main.csv
18089,Doorie,"Jul 1, 2024, 2:14:39 PM PST",Comedy,,POSITIVE,0.9963310360908508,reaction,comedy,"funny,dramatic,casual,informative,personal,serious",0.6547108292579651,youtube_analysis_20250303_022941_main.csv
18090,PEHLI BAAR MOHABBAT,"Jul 1, 2024, 2:09:17 PM PST",Comedy,,POSITIVE,0.520957350730896,guide,information,"dramatic,serious,informative,personal,professional,funny,casual",0.718841552734375,youtube_analysis_20250303_022941_main.csv
18091,Tum Itna Jo - Papon | MTV Unplugged,"Jul 1, 2024, 2:03:42 PM PST",Entertainment,,NEGATIVE,0.9894710779190063,reaction,entertainment,"casual,dramatic,funny,informative,serious,personal",0.9055845737457275,youtube_analysis_20250303_022941_main.csv
18092,Suniyan Suniyan,"Jul 1, 2024, 2:00:24 PM PST",Entertainment,,POSITIVE,0.9950593709945679,reaction,information,"dramatic,informative,serious,personal,professional,funny",0.41044870018959045,youtube_analysis_20250303_022941_main.csv
18093,Dil Mere,"Jul 1, 2024, 1:56:53 PM PST",Comedy,,NEGATIVE,0.9355818033218384,reaction,information,"casual,informative,dramatic,serious,funny,personal,professional",0.3847641050815582,youtube_analysis_20250303_022941_main.csv
18094,In Dino,"Jul 1, 2024, 1:50:16 PM PST",Entertainment,,POSITIVE,0.9946590065956116,reaction,information,"dramatic,informative,serious,funny,professional",0.019955474883317947,youtube_analysis_20250303_022941_main.csv
18095,https://music.youtube.com/watch?v=qmpBPXUuYOw,"Jul 1, 2024, 1:42:47 PM PST",Music,Official Music Video,NEGATIVE,0.9686335921287537,unknown,unknown,,0.9762330055236816,youtube_analysis_20250303_022941_main.csv
18096,Zehen X Saajna,"Jul 1, 2024, 1:40:45 PM PST",Entertainment,,NEGATIVE,0.887511134147644,reaction,information,"dramatic,informative,serious,professional,funny,casual,personal",0.690246045589447,youtube_analysis_20250303_022941_main.csv
18097,Dhadke Jiya,"Jul 1, 2024, 1:19:11 PM PST",Comedy,,POSITIVE,0.6008350849151611,reaction,storytelling,"dramatic,informative,funny,serious,personal,casual,professional",0.8733367323875427,youtube_analysis_20250303_022941_main.csv
18098,Cheerleader,"Jul 1, 2024, 1:17:17 PM PST",Entertainment,,POSITIVE,0.994051992893219,reaction,entertainment,"professional,informative,funny,dramatic",0.9290924072265625,youtube_analysis_20250303_022941_main.csv
18099,Pehle Bhi Main,"Jul 1, 2024, 1:14:46 PM PST",Comedy,,NEGATIVE,0.642456591129303,reaction,comedy,"funny,dramatic,informative,serious,casual,personal,professional",0.9164804816246033,youtube_analysis_20250303_022941_main.csv
18100,Illenium x Said The Sky - Where'd U Go,"Jul 1, 2024, 11:02:01 AM PST",Entertainment,,NEGATIVE,0.9197143316268921,commentary,storytelling,"informative,funny,dramatic,serious,professional,casual",0.8874481320381165,youtube_analysis_20250303_022941_main.csv
18101,Said The Sky & good problem - Till I Met You [Official Lyric Video],"Jul 1, 2024, 10:57:10 AM PST",Music,Lyric Video,POSITIVE,0.9987596273422241,unknown,unknown,,0.9877968430519104,youtube_analysis_20250303_022941_main.csv
18102,Sound Of Walking Away X Divinity X Shelter (Music Video),"Jul 1, 2024, 10:49:36 AM PST",Music,Music Mix,NEGATIVE,0.9842373728752136,unknown,unknown,,0.9950057864189148,youtube_analysis_20250303_022941_main.csv
18103,Phoebe Ryan - Mine (Illenium Remix),"Jul 1, 2024, 10:40:25 AM PST",Music,Music Mix,NEGATIVE,0.9334700703620911,unknown,unknown,,0.9971413612365723,youtube_analysis_20250303_022941_main.csv
18104,SLANDER & Au5 - Anywhere ft. shYbeast & PLYA [Official Lyric Video],"Jul 1, 2024, 10:35:36 AM PST",Music,Lyric Video,NEGATIVE,0.994238018989563,unknown,unknown,,0.9928722977638245,youtube_analysis_20250303_022941_main.csv
18105,Can Life Really Be Explained By Physics? (featuring Prof. Brian Cox),"Jul 1, 2024, 10:15:50 AM PST",Podcast,,POSITIVE,0.9059409499168396,review,information,"serious,informative,professional,dramatic",0.7095870971679688,youtube_analysis_20250303_022941_main.csv
18106,How Not To Do Magic Tricks 😂 ft. Shreya Roy | Comicstaan | #primevideoindia,"Jul 1, 2024, 10:15:40 AM PST",Tutorial,,NEGATIVE,0.9939824938774109,guide,comedy,"funny,dramatic,informative",0.6875990033149719,youtube_analysis_20250303_022941_main.csv
18107,Masha and The Bear - Original Song VS. Masha Ultra Funk (Brazilian Phonk ),"Jul 1, 2024, 10:15:30 AM PST",Music,Music Mix,NEGATIVE,0.972093403339386,unknown,unknown,,0.9881588816642761,youtube_analysis_20250303_022941_main.csv
18108,MERA PEHLA PEHLA PYAAR,"Jul 1, 2024, 10:13:52 AM PST",Music,Music Mix,NEGATIVE,0.9538111686706543,unknown,unknown,,0.9745839834213257,youtube_analysis_20250303_022941_main.csv
18109,Tu Hi Hai,"Jul 1, 2024, 10:10:31 AM PST",Comedy,,POSITIVE,0.9855557680130005,reaction,information,"dramatic,informative,serious,funny,professional,personal,casual",0.7204976677894592,youtube_analysis_20250303_022941_main.csv
18110,SAUDEBAZI (ENCORE),"Jul 1, 2024, 10:04:37 AM PST",Entertainment,,POSITIVE,0.9664061069488525,guide,entertainment,"dramatic,informative,serious,casual,professional,funny",0.9694047570228577,youtube_analysis_20250303_022941_main.csv
18111,KABHI KABHI ADITI,"Jul 1, 2024, 10:00:59 AM PST",Comedy,,POSITIVE,0.9719803929328918,reaction,storytelling,"informative,dramatic,funny,serious,personal,casual,professional",0.8660873770713806,youtube_analysis_20250303_022941_main.csv
