app,end,start,distance_inKilometers,distance_inMiles
com.fitbit.FitbitMobile,2025-01-21 03:26:00+00:00,2025-01-21 03:25:00+00:00,0.004697,0.0029185877440441425
com.google.android.apps.fitness,2025-01-21 03:26:00+00:00,2025-01-21 03:25:00+00:00,0.004697000026702881,0.002918587760636585
com.fitbit.FitbitMobile,2025-01-21 03:27:00+00:00,2025-01-21 03:26:00+00:00,0.010736,0.006671057700672326
com.google.android.apps.fitness,2025-01-21 03:27:00+00:00,2025-01-21 03:26:00+00:00,0.010736000061035157,0.006671057738597908
com.fitbit.FitbitMobile,2025-01-21 03:28:00+00:00,2025-01-21 03:27:00+00:00,0.027511,0.017094585357972834
com.google.android.apps.fitness,2025-01-21 03:28:00+00:00,2025-01-21 03:27:00+00:00,0.02751099967956543,0.01709458515886353
com.fitbit.FitbitMobile,2025-01-21 03:29:00+00:00,2025-01-21 03:28:00+00:00,0.011407,0.007087998806964346
com.google.android.apps.fitness,2025-01-21 03:29:00+00:00,2025-01-21 03:28:00+00:00,0.011406999588012695,0.007087998550966667
com.google.android.apps.fitness,2025-01-21 03:29:00+00:00,2025-01-21 03:29:00+00:00,3.3318184432573614e-07,2.0703011441071258e-07
com.fitbit.FitbitMobile,2025-01-21 03:30:00+00:00,2025-01-21 03:29:00+00:00,0.036905,0.02293176084606112
com.google.android.apps.fitness,2025-01-21 03:30:00+00:00,2025-01-21 03:29:00+00:00,0.03690499877929688,0.022931760087549477
com.google.android.apps.fitness,2025-01-21 03:30:00+00:00,2025-01-21 03:30:00+00:00,3.3318184432573614e-07,2.0703011441071258e-07
com.fitbit.FitbitMobile,2025-01-21 03:31:00+00:00,2025-01-21 03:30:00+00:00,0.01342,0.008338822125840407
com.google.android.apps.fitness,2025-01-21 03:31:00+00:00,2025-01-21 03:30:00+00:00,0.013420000076293945,0.008338822173247384
com.fitbit.FitbitMobile,2025-01-21 03:45:00+00:00,2025-01-21 03:44:00+00:00,0.000671,0.00041694110629202037
com.google.android.apps.fitness,2025-01-21 03:45:00+00:00,2025-01-21 03:44:00+00:00,0.0006710000038146973,0.00041694110866236924
com.fitbit.FitbitMobile,2025-01-21 03:46:00+00:00,2025-01-21 03:45:00+00:00,0.010736,0.006671057700672326
com.google.android.apps.fitness,2025-01-21 03:46:00+00:00,2025-01-21 03:45:00+00:00,0.010736000061035157,0.006671057738597908
com.fitbit.FitbitMobile,2025-01-21 03:50:00+00:00,2025-01-21 03:49:00+00:00,0.000671,0.00041694110629202037
com.google.android.apps.fitness,2025-01-21 03:50:00+00:00,2025-01-21 03:49:00+00:00,0.0006710000038146973,0.00041694110866236924
com.fitbit.FitbitMobile,2025-01-21 03:51:00+00:00,2025-01-21 03:50:00+00:00,0.016775,0.01042352765730051
com.google.android.apps.fitness,2025-01-21 03:51:00+00:00,2025-01-21 03:50:00+00:00,0.016774999618530274,0.010423527420265621
com.google.android.apps.fitness,2025-01-21 03:51:00+00:00,2025-01-21 03:51:00+00:00,2.887575828935951e-07,1.794260895109766e-07
com.fitbit.FitbitMobile,2025-01-21 03:52:00+00:00,2025-01-21 03:51:00+00:00,0.006039,0.003752469956628183
com.google.android.apps.fitness,2025-01-21 03:52:00+00:00,2025-01-21 03:51:00+00:00,0.006039000034332275,0.003752469977961323
com.fitbit.FitbitMobile,2025-01-21 03:53:00+00:00,2025-01-21 03:52:00+00:00,0.000671,0.00041694110629202037
com.google.android.apps.fitness,2025-01-21 03:53:00+00:00,2025-01-21 03:52:00+00:00,0.0006710000038146973,0.00041694110866236924
com.google.android.apps.fitness,2025-01-21 03:53:00+00:00,2025-01-21 03:53:00+00:00,3.423955349717289e-07,2.1275525058205784e-07
com.fitbit.FitbitMobile,2025-01-21 03:54:00+00:00,2025-01-21 03:53:00+00:00,0.030866,0.019179290889432935
com.google.android.apps.fitness,2025-01-21 03:54:00+00:00,2025-01-21 03:53:00+00:00,0.03086599922180176,0.019179290405881764
com.google.android.apps.fitness,2025-01-21 03:54:00+00:00,2025-01-21 03:54:00+00:00,3.423955349717289e-07,2.1275525058205784e-07
com.fitbit.FitbitMobile,2025-01-21 03:55:00+00:00,2025-01-21 03:54:00+00:00,0.07361,0.04573924714479228
com.google.android.apps.fitness,2025-01-21 03:55:00+00:00,2025-01-21 03:54:00+00:00,0.07361000061035156,0.0457392475240481
com.google.android.apps.fitness,2025-01-21 03:55:00+00:00,2025-01-21 03:55:00+00:00,9.298194199800491e-07,5.777644375831392e-07
com.fitbit.FitbitMobile,2025-01-21 03:56:00+00:00,2025-01-21 03:55:00+00:00,0.045628,0.028351995227857384
com.google.android.apps.fitness,2025-01-21 03:56:00+00:00,2025-01-21 03:55:00+00:00,0.04562799835205078,0.02835199420386667
com.google.android.apps.fitness,2025-01-21 03:56:00+00:00,2025-01-21 03:56:00+00:00,7.672859355807304e-07,4.767705615847058e-07
com.fitbit.FitbitMobile,2025-01-21 03:57:00+00:00,2025-01-21 03:56:00+00:00,0.024827,0.015426820932804753
com.google.android.apps.fitness,2025-01-21 03:57:00+00:00,2025-01-21 03:56:00+00:00,0.02482699966430664,0.015426820724214052
com.fitbit.FitbitMobile,2025-01-21 03:58:00+00:00,2025-01-21 03:57:00+00:00,0.010736,0.006671057700672326
com.google.android.apps.fitness,2025-01-21 03:58:00+00:00,2025-01-21 03:57:00+00:00,0.010736000061035157,0.006671057738597908
com.fitbit.FitbitMobile,2025-01-21 03:59:00+00:00,2025-01-21 03:58:00+00:00,0.000671,0.00041694110629202037
com.google.android.apps.fitness,2025-01-21 03:59:00+00:00,2025-01-21 03:58:00+00:00,0.0006710000038146973,0.00041694110866236924
com.fitbit.FitbitMobile,2025-01-21 04:00:00+00:00,2025-01-21 03:59:00+00:00,0.007381,0.004586352169212224
com.google.android.apps.fitness,2025-01-21 04:00:00+00:00,2025-01-21 03:59:00+00:00,0.00738100004196167,0.004586352195286062
com.fitbit.FitbitMobile,2025-01-21 04:08:00+00:00,2025-01-21 04:07:00+00:00,0.001342,0.0008338822125840407
com.google.android.apps.fitness,2025-01-21 04:08:00+00:00,2025-01-21 04:07:00+00:00,0.0013420000076293946,0.0008338822173247385
com.fitbit.FitbitMobile,2025-01-21 04:09:00+00:00,2025-01-21 04:08:00+00:00,0.012078,0.007504939913256366
com.google.android.apps.fitness,2025-01-21 04:09:00+00:00,2025-01-21 04:08:00+00:00,0.01207800006866455,0.007504939955922646
com.fitbit.FitbitMobile,2025-01-21 04:10:00+00:00,2025-01-21 04:09:00+00:00,0.000671,0.00041694110629202037
com.google.android.apps.fitness,2025-01-21 04:10:00+00:00,2025-01-21 04:09:00+00:00,0.0006710000038146973,0.00041694110866236924
com.fitbit.FitbitMobile,2025-01-21 04:11:00+00:00,2025-01-21 04:10:00+00:00,0.014762,0.009172704338424448
com.google.android.apps.fitness,2025-01-21 04:11:00+00:00,2025-01-21 04:10:00+00:00,0.01476200008392334,0.009172704390572124
com.google.android.apps.fitness,2025-01-21 04:11:00+00:00,2025-01-21 04:11:00+00:00,3.3318178611807527e-07,2.0703007824205903e-07
com.fitbit.FitbitMobile,2025-01-21 04:12:00+00:00,2025-01-21 04:11:00+00:00,0.029524,0.018345408676848897
com.google.android.apps.fitness,2025-01-21 04:12:00+00:00,2025-01-21 04:11:00+00:00,0.02952400016784668,0.018345408781144247
com.google.android.apps.fitness,2025-01-21 04:12:00+00:00,2025-01-21 04:12:00+00:00,3.3318178611807527e-07,2.0703007824205903e-07
com.fitbit.FitbitMobile,2025-01-21 04:13:00+00:00,2025-01-21 04:12:00+00:00,0.022814,0.014175997613928692
com.google.android.apps.fitness,2025-01-21 04:13:00+00:00,2025-01-21 04:12:00+00:00,0.02281399917602539,0.014175997101933334
com.fitbit.FitbitMobile,2025-01-21 04:43:00+00:00,2025-01-21 04:42:00+00:00,0.000671,0.00041694110629202037
com.google.android.apps.fitness,2025-01-21 04:43:00+00:00,2025-01-21 04:42:00+00:00,0.0006710000038146973,0.00041694110866236924
com.fitbit.FitbitMobile,2025-01-21 04:44:00+00:00,2025-01-21 04:43:00+00:00,0.022143,0.013759056507636673
com.google.android.apps.fitness,2025-01-21 04:44:00+00:00,2025-01-21 04:43:00+00:00,0.02214299964904785,0.013759056289564574
com.google.android.apps.fitness,2025-01-21 04:44:00+00:00,2025-01-21 04:44:00+00:00,3.3318184432573614e-07,2.0703011441071258e-07
com.fitbit.FitbitMobile,2025-01-21 04:45:00+00:00,2025-01-21 04:44:00+00:00,0.016775,0.01042352765730051
com.google.android.apps.fitness,2025-01-21 04:45:00+00:00,2025-01-21 04:44:00+00:00,0.016774999618530274,0.010423527420265621
com.google.android.apps.fitness,2025-01-21 04:45:00+00:00,2025-01-21 04:45:00+00:00,3.3318184432573614e-07,2.0703011441071258e-07
com.fitbit.FitbitMobile,2025-01-21 04:46:00+00:00,2025-01-21 04:45:00+00:00,0.03355,0.02084705531460102
com.google.android.apps.fitness,2025-01-21 04:46:00+00:00,2025-01-21 04:45:00+00:00,0.03354999923706055,0.020847054840531242
com.google.android.apps.fitness,2025-01-21 04:46:00+00:00,2025-01-21 04:46:00+00:00,1.1651231907308102e-06,7.239757855585583e-07
com.fitbit.FitbitMobile,2025-01-21 04:47:00+00:00,2025-01-21 04:46:00+00:00,0.002013,0.001250823318876061
com.google.android.apps.fitness,2025-01-21 04:47:00+00:00,2025-01-21 04:46:00+00:00,0.002013000011444092,0.0012508233259871076
com.fitbit.FitbitMobile,2025-01-21 04:48:00+00:00,2025-01-21 04:47:00+00:00,0.062352,0.03874383287558875
com.google.android.apps.fitness,2025-01-21 04:48:00+00:00,2025-01-21 04:47:00+00:00,0.062352001190185545,0.038743833615137606
com.google.android.apps.fitness,2025-01-21 04:48:00+00:00,2025-01-21 04:48:00+00:00,9.737122454680502e-07,6.050382426759109e-07
com.fitbit.FitbitMobile,2025-01-21 04:49:00+00:00,2025-01-21 04:48:00+00:00,0.079672,0.049506008674363416
com.google.android.apps.fitness,2025-01-21 04:49:00+00:00,2025-01-21 04:48:00+00:00,0.0796719970703125,0.04950600685393547
com.google.android.apps.fitness,2025-01-21 04:49:00+00:00,2025-01-21 04:49:00+00:00,7.033661822788417e-07,4.3705256954953074e-07
com.fitbit.FitbitMobile,2025-01-21 04:50:00+00:00,2025-01-21 04:49:00+00:00,0.034221,0.02126399642089304
com.google.android.apps.fitness,2025-01-21 04:50:00+00:00,2025-01-21 04:49:00+00:00,0.03422100067138672,0.02126399683807444
com.google.android.apps.fitness,2025-01-21 04:50:00+00:00,2025-01-21 04:50:00+00:00,5.209363298490644e-07,3.2369563289861953e-07
com.fitbit.FitbitMobile,2025-01-21 04:51:00+00:00,2025-01-21 04:50:00+00:00,0.028853,0.017928467570556876
com.google.android.apps.fitness,2025-01-21 04:51:00+00:00,2025-01-21 04:50:00+00:00,0.02885300064086914,0.017928467968775487
com.google.android.apps.fitness,2025-01-21 04:51:00+00:00,2025-01-21 04:51:00+00:00,1.206988119520247e-06,7.499895109301e-07
com.fitbit.FitbitMobile,2025-01-21 04:52:00+00:00,2025-01-21 04:51:00+00:00,0.004697,0.0029185877440441425
com.google.android.apps.fitness,2025-01-21 04:52:00+00:00,2025-01-21 04:51:00+00:00,0.004697000026702881,0.002918587760636585
com.google.android.apps.fitness,2025-01-21 04:52:00+00:00,2025-01-21 04:52:00+00:00,2.5543940137140453e-07,1.5872307987833805e-07
com.fitbit.FitbitMobile,2025-01-21 04:53:00+00:00,2025-01-21 04:52:00+00:00,0.072744,0.045201138354853544
com.google.android.apps.fitness,2025-01-21 04:53:00+00:00,2025-01-21 04:52:00+00:00,0.07274400329589843,0.045201140402834974
com.google.android.apps.fitness,2025-01-21 04:53:00+00:00,2025-01-21 04:53:00+00:00,9.635893511585891e-07,5.987481521360242e-07
com.fitbit.FitbitMobile,2025-01-21 04:54:00+00:00,2025-01-21 04:53:00+00:00,0.076208,0.04735357351460848
com.google.android.apps.fitness,2025-01-21 04:54:00+00:00,2025-01-21 04:53:00+00:00,0.07620800018310547,0.04735357362838522
com.google.android.apps.fitness,2025-01-21 04:54:00+00:00,2025-01-21 04:54:00+00:00,9.811208583414554e-07,6.096417527318376e-07
com.fitbit.FitbitMobile,2025-01-21 04:55:00+00:00,2025-01-21 04:54:00+00:00,0.018117,0.01125740986988455
com.google.android.apps.fitness,2025-01-21 04:55:00+00:00,2025-01-21 04:54:00+00:00,0.018117000579833984,0.011257410230177579
com.google.android.apps.fitness,2025-01-21 04:55:00+00:00,2025-01-21 04:55:00+00:00,3.3318181522190573e-07,2.070300963263858e-07
com.fitbit.FitbitMobile,2025-01-21 04:56:00+00:00,2025-01-21 04:55:00+00:00,0.008722999999999998,0.005420234381796264
com.google.android.apps.fitness,2025-01-21 04:56:00+00:00,2025-01-21 04:55:00+00:00,0.008722999572753905,0.00542023411631719
com.fitbit.FitbitMobile,2025-01-21 04:57:00+00:00,2025-01-21 04:56:00+00:00,0.001342,0.0008338822125840407
com.google.android.apps.fitness,2025-01-21 04:57:00+00:00,2025-01-21 04:56:00+00:00,0.0013420000076293946,0.0008338822173247385
com.fitbit.FitbitMobile,2025-01-21 04:58:00+00:00,2025-01-21 04:57:00+00:00,0.018788,0.01167435097617657
com.google.android.apps.fitness,2025-01-21 04:58:00+00:00,2025-01-21 04:57:00+00:00,0.018788000106811524,0.01167435104254634
com.google.android.apps.fitness,2025-01-21 04:58:00+00:00,2025-01-21 04:58:00+00:00,2.665454521775246e-07,1.6562407706110865e-07
com.fitbit.FitbitMobile,2025-01-21 04:59:00+00:00,2025-01-21 04:58:00+00:00,0.012749,0.007921881019548388
com.google.android.apps.fitness,2025-01-21 04:59:00+00:00,2025-01-21 04:58:00+00:00,0.01274899959564209,0.007921880768291405
com.google.android.apps.fitness,2025-01-21 04:59:00+00:00,2025-01-21 04:59:00+00:00,0.018648710250854492,0.011587800123562761
com.google.android.apps.fitness,2025-01-21 05:00:00+00:00,2025-01-21 04:59:00+00:00,0.006286529541015625,0.003906278064930733
com.google.android.apps.fitness,2025-01-21 05:00:00+00:00,2025-01-21 05:00:00+00:00,0.0011683733463287353,0.0007259953436369788
com.fitbit.FitbitMobile,2025-01-21 05:02:00+00:00,2025-01-21 05:01:00+00:00,0.007381,0.004586352169212224
com.google.android.apps.fitness,2025-01-21 05:02:00+00:00,2025-01-21 05:01:00+00:00,0.00738100004196167,0.004586352195286062
com.google.android.apps.fitness,2025-01-21 05:02:00+00:00,2025-01-21 05:02:00+00:00,3.3318181522190573e-07,2.070300963263858e-07
com.fitbit.FitbitMobile,2025-01-21 05:03:00+00:00,2025-01-21 05:02:00+00:00,0.014091,0.008755763232132428
com.google.android.apps.fitness,2025-01-21 05:03:00+00:00,2025-01-21 05:02:00+00:00,0.014090999603271485,0.008755762985616145
com.google.android.apps.fitness,2025-01-21 05:03:00+00:00,2025-01-21 05:03:00+00:00,8.586202166043222e-07,5.335231937342775e-07
com.fitbit.FitbitMobile,2025-01-21 05:04:00+00:00,2025-01-21 05:03:00+00:00,0.018117,0.01125740986988455
com.google.android.apps.fitness,2025-01-21 05:04:00+00:00,2025-01-21 05:03:00+00:00,0.018117000579833984,0.011257410230177579
com.google.android.apps.fitness,2025-01-21 05:04:00+00:00,2025-01-21 05:04:00+00:00,3.109697136096656e-07,1.932281019608446e-07
com.fitbit.FitbitMobile,2025-01-21 05:05:00+00:00,2025-01-21 05:04:00+00:00,0.032208,0.020013173102016977
com.google.android.apps.fitness,2025-01-21 05:05:00+00:00,2025-01-21 05:04:00+00:00,0.03220800018310547,0.020013173215793722
com.google.android.apps.fitness,2025-01-21 05:05:00+00:00,2025-01-21 05:05:00+00:00,3.9689254481345415e-07,2.4661820672664206e-07
com.fitbit.FitbitMobile,2025-01-21 05:06:00+00:00,2025-01-21 05:05:00+00:00,0.006039,0.003752469956628183
com.google.android.apps.fitness,2025-01-21 05:06:00+00:00,2025-01-21 05:05:00+00:00,0.006039000034332275,0.003752469977961323
com.fitbit.FitbitMobile,2025-01-21 05:07:00+00:00,2025-01-21 05:06:00+00:00,0.017445999999999996,0.010840468763592528
com.google.android.apps.fitness,2025-01-21 05:07:00+00:00,2025-01-21 05:06:00+00:00,0.01744599914550781,0.01084046823263438
com.google.android.apps.fitness,2025-01-21 05:07:00+00:00,2025-01-21 05:07:00+00:00,2.665454521775246e-07,1.6562407706110865e-07
com.fitbit.FitbitMobile,2025-01-21 05:08:00+00:00,2025-01-21 05:07:00+00:00,0.00671,0.004169411062920203
com.google.android.apps.fitness,2025-01-21 05:08:00+00:00,2025-01-21 05:07:00+00:00,0.006710000038146972,0.004169411086623692
com.fitbit.FitbitMobile,2025-01-21 05:09:00+00:00,2025-01-21 05:08:00+00:00,0.006039,0.003752469956628183
com.google.android.apps.fitness,2025-01-21 05:09:00+00:00,2025-01-21 05:08:00+00:00,0.006039000034332275,0.003752469977961323
com.fitbit.FitbitMobile,2025-01-21 05:10:00+00:00,2025-01-21 05:09:00+00:00,0.022143,0.013759056507636673
com.google.android.apps.fitness,2025-01-21 05:10:00+00:00,2025-01-21 05:09:00+00:00,0.02214299964904785,0.013759056289564574
com.fitbit.FitbitMobile,2025-01-21 05:11:00+00:00,2025-01-21 05:10:00+00:00,0.015433,0.009589645444716468
com.google.android.apps.fitness,2025-01-21 05:11:00+00:00,2025-01-21 05:10:00+00:00,0.01543299961090088,0.009589645202940882
com.fitbit.FitbitMobile,2025-01-21 05:12:00+00:00,2025-01-21 05:11:00+00:00,0.012078,0.007504939913256366
com.google.android.apps.fitness,2025-01-21 05:12:00+00:00,2025-01-21 05:11:00+00:00,0.01207800006866455,0.007504939955922646
com.fitbit.FitbitMobile,2025-01-21 05:13:00+00:00,2025-01-21 05:12:00+00:00,0.018117,0.01125740986988455
com.google.android.apps.fitness,2025-01-21 05:13:00+00:00,2025-01-21 05:12:00+00:00,0.018117000579833984,0.011257410230177579
com.fitbit.FitbitMobile,2025-01-21 05:14:00+00:00,2025-01-21 05:13:00+00:00,0.02684,0.016677644251680813
com.google.android.apps.fitness,2025-01-21 05:14:00+00:00,2025-01-21 05:13:00+00:00,0.02684000015258789,0.01667764434649477
com.google.android.apps.fitness,2025-01-21 05:14:00+00:00,2025-01-21 05:14:00+00:00,0.01760127830505371,0.010936954468946098
com.fitbit.FitbitMobile,2025-01-21 06:07:00+00:00,2025-01-21 06:06:00+00:00,0.000671,0.00041694110629202037
com.google.android.apps.fitness,2025-01-21 06:07:00+00:00,2025-01-21 06:06:00+00:00,0.0006710000038146973,0.00041694110866236924
com.fitbit.FitbitMobile,2025-01-21 06:08:00+00:00,2025-01-21 06:07:00+00:00,0.008052,0.005003293275504244
com.google.android.apps.fitness,2025-01-21 06:08:00+00:00,2025-01-21 06:07:00+00:00,0.008052000045776367,0.0050032933039484305
com.fitbit.FitbitMobile,2025-01-21 06:13:00+00:00,2025-01-21 06:12:00+00:00,0.000671,0.00041694110629202037
com.google.android.apps.fitness,2025-01-21 06:13:00+00:00,2025-01-21 06:12:00+00:00,0.0006710000038146973,0.00041694110866236924
com.fitbit.FitbitMobile,2025-01-21 06:14:00+00:00,2025-01-21 06:13:00+00:00,0.007381,0.004586352169212224
com.google.android.apps.fitness,2025-01-21 06:14:00+00:00,2025-01-21 06:13:00+00:00,0.00738100004196167,0.004586352195286062
com.fitbit.FitbitMobile,2025-01-21 06:15:00+00:00,2025-01-21 06:14:00+00:00,0.004026,0.002501646637752122
com.google.android.apps.fitness,2025-01-21 06:15:00+00:00,2025-01-21 06:14:00+00:00,0.004026000022888184,0.0025016466519742152
com.google.android.apps.fitness,2025-01-21 06:15:00+00:00,2025-01-21 06:15:00+00:00,4.4758195872418585e-07,2.781152265675282e-07
com.fitbit.FitbitMobile,2025-01-21 06:16:00+00:00,2025-01-21 06:15:00+00:00,0.08227,0.0511203350441796
com.google.android.apps.fitness,2025-01-21 06:16:00+00:00,2025-01-21 06:15:00+00:00,0.0822699966430664,0.05112033295827259
com.google.android.apps.fitness,2025-01-21 06:16:00+00:00,2025-01-21 06:16:00+00:00,4.4758195872418585e-07,2.781152265675282e-07
com.fitbit.FitbitMobile,2025-01-21 06:17:00+00:00,2025-01-21 06:16:00+00:00,0.068414,0.042510594405159884
com.google.android.apps.fitness,2025-01-21 06:17:00+00:00,2025-01-21 06:16:00+00:00,0.06841400146484375,0.04251059531537385
com.google.android.apps.fitness,2025-01-21 06:17:00+00:00,2025-01-21 06:17:00+00:00,9.878712007775903e-07,6.13836231484702e-07
com.fitbit.FitbitMobile,2025-01-21 06:18:00+00:00,2025-01-21 06:17:00+00:00,0.07794,0.04842979109448594
com.google.android.apps.fitness,2025-01-21 06:18:00+00:00,2025-01-21 06:17:00+00:00,0.07794000244140625,0.048429792611509224
com.google.android.apps.fitness,2025-01-21 06:18:00+00:00,2025-01-21 06:18:00+00:00,9.878712007775903e-07,6.13836231484702e-07
com.fitbit.FitbitMobile,2025-01-21 06:19:00+00:00,2025-01-21 06:18:00+00:00,0.014762,0.009172704338424448
com.google.android.apps.fitness,2025-01-21 06:19:00+00:00,2025-01-21 06:18:00+00:00,0.01476200008392334,0.009172704390572124
com.google.android.apps.fitness,2025-01-21 06:19:00+00:00,2025-01-21 06:19:00+00:00,4.0149295818991957e-07,2.4947677817609677e-07
com.fitbit.FitbitMobile,2025-01-21 06:20:00+00:00,2025-01-21 06:19:00+00:00,0.014762,0.009172704338424448
com.google.android.apps.fitness,2025-01-21 06:20:00+00:00,2025-01-21 06:19:00+00:00,0.01476200008392334,0.009172704390572124
com.fitbit.FitbitMobile,2025-01-21 06:21:00+00:00,2025-01-21 06:20:00+00:00,0.018788,0.01167435097617657
com.google.android.apps.fitness,2025-01-21 06:21:00+00:00,2025-01-21 06:20:00+00:00,0.018788000106811524,0.01167435104254634
com.fitbit.FitbitMobile,2025-01-21 06:22:00+00:00,2025-01-21 06:21:00+00:00,0.034221,0.02126399642089304
com.google.android.apps.fitness,2025-01-21 06:22:00+00:00,2025-01-21 06:21:00+00:00,0.03422100067138672,0.02126399683807444
com.fitbit.FitbitMobile,2025-01-21 06:23:00+00:00,2025-01-21 06:22:00+00:00,0.016775,0.01042352765730051
com.google.android.apps.fitness,2025-01-21 06:23:00+00:00,2025-01-21 06:22:00+00:00,0.016774999618530274,0.010423527420265621
com.fitbit.FitbitMobile,2025-01-21 06:24:00+00:00,2025-01-21 06:23:00+00:00,0.010736,0.006671057700672326
com.google.android.apps.fitness,2025-01-21 06:24:00+00:00,2025-01-21 06:23:00+00:00,0.010736000061035157,0.006671057738597908
com.fitbit.FitbitMobile,2025-01-21 06:26:00+00:00,2025-01-21 06:25:00+00:00,0.001342,0.0008338822125840407
com.google.android.apps.fitness,2025-01-21 06:26:00+00:00,2025-01-21 06:25:00+00:00,0.0013420000076293946,0.0008338822173247385
com.fitbit.FitbitMobile,2025-01-21 06:27:00+00:00,2025-01-21 06:26:00+00:00,0.010065,0.006254116594380305
com.google.android.apps.fitness,2025-01-21 06:27:00+00:00,2025-01-21 06:26:00+00:00,0.0100649995803833,0.006254116333641929
com.fitbit.FitbitMobile,2025-01-21 06:28:00+00:00,2025-01-21 06:27:00+00:00,0.014091,0.008755763232132428
com.google.android.apps.fitness,2025-01-21 06:28:00+00:00,2025-01-21 06:27:00+00:00,0.014090999603271485,0.008755762985616145
com.fitbit.FitbitMobile,2025-01-21 06:29:00+00:00,2025-01-21 06:28:00+00:00,0.008722999999999998,0.005420234381796264
com.google.android.apps.fitness,2025-01-21 06:29:00+00:00,2025-01-21 06:28:00+00:00,0.008722999572753905,0.00542023411631719
com.fitbit.FitbitMobile,2025-01-21 06:30:00+00:00,2025-01-21 06:29:00+00:00,0.004026,0.002501646637752122
com.google.android.apps.fitness,2025-01-21 06:30:00+00:00,2025-01-21 06:29:00+00:00,0.004026000022888184,0.0025016466519742152
com.fitbit.FitbitMobile,2025-01-21 06:31:00+00:00,2025-01-21 06:30:00+00:00,0.009394,0.005837175488088285
com.google.android.apps.fitness,2025-01-21 06:31:00+00:00,2025-01-21 06:30:00+00:00,0.009394000053405762,0.00583717552127317
com.fitbit.FitbitMobile,2025-01-21 06:32:00+00:00,2025-01-21 06:31:00+00:00,0.018788,0.01167435097617657
com.google.android.apps.fitness,2025-01-21 06:32:00+00:00,2025-01-21 06:31:00+00:00,0.018788000106811524,0.01167435104254634
com.fitbit.FitbitMobile,2025-01-21 06:33:00+00:00,2025-01-21 06:32:00+00:00,0.010065,0.006254116594380305
com.google.android.apps.fitness,2025-01-21 06:33:00+00:00,2025-01-21 06:32:00+00:00,0.0100649995803833,0.006254116333641929
com.fitbit.FitbitMobile,2025-01-21 06:34:00+00:00,2025-01-21 06:33:00+00:00,0.03355,0.02084705531460102
com.google.android.apps.fitness,2025-01-21 06:34:00+00:00,2025-01-21 06:33:00+00:00,0.03354999923706055,0.020847054840531242
com.fitbit.FitbitMobile,2025-01-21 06:35:00+00:00,2025-01-21 06:34:00+00:00,0.036234,0.0225148197397691
com.google.android.apps.fitness,2025-01-21 06:35:00+00:00,2025-01-21 06:34:00+00:00,0.03623400115966797,0.022514820460355158
